20.56626 20.66738 19.69777 18.96684 18.49641 0.2126661 0.07601144 0.04654812 0.03899441 0.092116 0.6493838 0.0001003856 0.600753 0.050151
21.70199 20.86478 19.54214 18.78436 18.33621 0.2260619 0.04345325 0.02070325 0.01659733 0.03766979 0.5054869 3.511637e-05 0.493783 0.045856
21.81834 21.02807 20.35986 19.6335 19.61776 0.2141247 0.05178472 0.0453074 0.03344554 0.1305666 0.6191344 7.990428e-05 0.576116 0.12662
21.39817 20.72679 20.32699 19.63365 19.37994 0.1394054 0.03397362 0.03373485 0.02550832 0.0715033 0.6195757 7.619939e-05 0.580301 0.174072
21.23288 20.04196 19.29342 18.57698 18.27863 0.2943588 0.04760863 0.03455283 0.03132471 0.08440426 0.5661262 0.0001858331 0.317108 0.173438
26.69686 22.19472 20.68658 19.73476 19.37794 0.2290938 0.1036378 0.04193375 0.03114614 0.08007786 0.5166692 0.0001834276 0.527967 0.03697
21.58934 21.41137 20.03926 18.91099 18.48137 0.2875563 0.1200678 0.05129716 0.03098813 0.06914273 0.5846102 0.000161303 0.597679 0.045029
21.24693 20.87552 20.04731 19.09895 18.64158 0.2866916 0.08265325 0.05942271 0.03554766 0.0801881 0.6901221 0.0001196378 0.671505 0.054527
21.51293 21.96536 20.09123 19.29919 19.00171 0.2303192 0.1424469 0.04199396 0.02813505 0.08650047 0.5079045 0.0001047784 0.458292 0.042795
21.59697 21.16241 20.30303 19.81455 19.6278 0.1411448 0.04779055 0.02964811 0.02981174 0.09048023 0.592515 7.787128e-05 0.511828 0.081477
21.63204 20.85399 19.20083 18.6676 18.32917 0.2701818 0.05304661 0.0197872 0.01740058 0.04469258 0.4736078 4.337696e-05 0.348251 0.035751
27.3488 22.44696 20.70337 19.38578 18.78352 0.2714747 0.226864 0.08348387 0.0402954 0.1007159 0.6785992 0.0004430199 0.661175 0.035248
27.45716 21.90144 20.31498 19.40173 19.00756 0.2811046 0.1373312 0.05081986 0.03045272 0.09365694 0.4941092 0.0001634311 0.501811 0.031368
