u,g,r,i,z,u_err,g_err,r_err,i_err,z_err,specz,specz_err,photoz,photoz_err
20.53829,21.55495,21.55495,19.75039,19.31045,0.2463958,0.1898967,0.083748,0.1097888,0.2706042,0.4670828,7.788097E-05,0.52428,0.051598
21.23154,21.15828,21.15828,19.35293,18.81344,0.2902172,0.1204598,0.0693818,0.06659443,0.169776,0.4256964,5.298436E-05,0.396875,0.06997
20.57039,20.99548,20.99548,18.88499,18.97304,0.2506097,0.1876231,0.07374164,0.07868949,0.2821197,0.4588483,0.0001299229,0.398684,0.046985
21.75359,21.17001,21.17001,19.86344,19.20359,0.2817498,0.07745255,0.05596179,0.0630451,0.1247855,0.4844606,6.509969E-05,0.351551,0.107839
20.74837,20.18081,20.18081,18.90618,18.57355,0.1632244,0.04339758,0.03762645,0.0382719,0.1016238,0.4291801,3.892603E-05,0.512893,0.161962
20.76083,20.43326,20.43326,19.16459,19.01705,0.1758044,0.05646812,0.04693558,0.04987643,0.1535326,0.4585248,4.076929E-05,0.467595,0.155492
21.22968,21.36573,21.36573,19.88068,19.50783,0.2439229,0.1165029,0.08161408,0.07938629,0.2196631,0.6644196,3.50939E-05,0.405186,0.103763
20.98161,21.50753,21.50753,19.26076,18.66899,0.2893075,0.1811071,0.07353025,0.05506279,0.1424929,0.5155382,0.0001123743,0.525318,0.042806
19.868,21.64661,21.64661,19.80382,19.28313,0.10494,0.2044107,0.08207969,0.0899289,0.2492223,0.484958,0.0001340766,0.465968,0.035289
21.04254,21.03506,21.03506,19.43036,19.1451,0.2957167,0.1140048,0.06807064,0.06617155,0.2157393,0.6571425,7.41796E-05,0.622249,0.063457
21.05573,21.7325,21.7325,19.91738,19.43809,0.2485185,0.188178,0.1157341,0.08260933,0.2329077,0.6328128,8.972952E-05,0.64821,0.049915
20.89435,21.16851,21.16851,19.79491,19.39804,0.2847845,0.1656164,0.1213414,0.1213555,0.277538,0.6455426,0.0001425359,0.632107,0.075637
21.21458,21.16527,21.16527,19.24939,19.47203,0.2236801,0.09801336,0.06456822,0.05680952,0.1735563,0.4903246,3.461892E-05,0.549331,0.080801
21.05994,21.21279,21.21279,19.64532,19.33087,0.2666667,0.136656,0.09554842,0.08273351,0.2052014,0.5525275,0.0001391561,0.525786,0.188848
21.05795,20.99588,20.99588,19.40256,18.72346,0.2480035,0.1124853,0.07353389,0.06605,0.1327991,0.5966863,0.0001541364,0.553385,0.059014
21.39724,22.10043,22.10043,19.82509,19.21742,0.294874,0.2174182,0.1767751,0.07268943,0.1637356,0.6865253,0.0001571011,0.743008,0.083075
18.0234,21.23243,21.23243,19.12812,18.85878,0.2235449,0.2008903,0.1111846,0.08932352,0.2556907,0.4607408,0.0001174843,0.450366,0.031979
21.77623,22.49946,22.49946,19.77163,19.2908,0.2742129,0.2038328,0.07406776,0.05058667,0.1285628,0.5130329,8.766637E-05,0.518938,0.029144
21.81227,22.01975,22.01975,20.66755,20.26286,0.2412189,0.1506792,0.09896455,0.1062736,0.2339812,0.4526879,2.634375E-05,0.443891,0.107296
21.23223,21.29689,21.29689,19.96956,19.96354,0.225184,0.09727164,0.06226263,0.06545833,0.2796024,0.5939121,2.626359E-05,0.416896,0.103923
21.36014,21.1571,21.1571,20.3812,19.92098,0.1982706,0.07696285,0.07704107,0.08721928,0.1988441,0.5936427,0.000217911,0.498151,0.172064
21.50714,21.16254,21.16254,20.61595,20.21184,0.2760928,0.07161879,0.07192995,0.0953831,0.2420439,0.5299365,1.089633E-05,0.318272,0.125802
20.36171,20.09701,20.09701,18.49854,18.09919,0.28651,0.1357162,0.08715685,0.058236,0.1681124,0.5154304,0.0001010125,0.502293,0.026093
21.39866,20.923,20.923,19.64752,19.36459,0.2835165,0.08413332,0.07742881,0.06644877,0.1842801,0.4970338,7.062901E-05,0.594055,0.066434
20.31165,21.64056,21.64056,19.33512,19.43656,0.1494773,0.1911653,0.08482921,0.05894513,0.2372416,0.6421325,9.402217E-05,0.526652,0.044516
29.16883,21.90142,21.90142,19.00406,18.87366,0.1268016,0.2803429,0.06647644,0.05076963,0.1500704,0.4698399,0.0001524357,0.461868,0.021861
20.1786,19.84639,19.84639,18.92463,18.5801,0.07178118,0.02684478,0.02902473,0.03126208,0.07798738,0.5107188,0.0001343937,0.574255,0.172155
21.11852,21.37092,21.37092,19.50762,19.15946,0.2814251,0.1247313,0.08305131,0.06821495,0.2107884,0.5267646,6.297915E-05,0.571037,0.051991
20.03611,21.0541,21.0541,18.95159,18.32787,0.2127759,0.2036903,0.06162341,0.0840482,0.2166613,0.4604968,0.0002151665,0.448233,0.02361
19.88351,19.35977,19.35977,18.76792,18.55268,0.07172949,0.01898208,0.02584447,0.02654891,0.09364653,0.5350859,0.0001045745,0.132078,0.05928
19.36953,20.89235,20.89235,18.61534,18.34979,0.1385924,0.1989005,0.140969,0.08137043,0.2320685,0.4432949,0.0001276037,0.451779,0.026848
19.43122,19.16161,19.16161,18.62628,18.25761,0.03930939,0.01260986,0.01484748,0.01657701,0.04503424,0.4434412,8.664111E-05,0.461079,0.122476
20.63397,21.13583,21.13583,18.61784,18.05662,0.2938135,0.1542939,0.04690061,0.03819408,0.08699764,0.4065028,0.0001024485,0.427224,0.029577
21.16662,20.75997,20.75997,20.34184,20.00577,0.1631344,0.05068224,0.07298207,0.1063881,0.2659192,0.6647677,8.600963E-05,0.494069,0.208711
30.70688,21.24801,21.24801,19.50669,19.22995,0.03010562,0.1518429,0.06353391,0.06782449,0.1988694,0.4900182,3.987475E-05,0.449618,0.094983
21.25179,21.69511,21.69511,19.3251,18.84761,0.2671665,0.2307007,0.1007903,0.07940646,0.1931962,0.5946514,0.0002512845,0.576099,0.048766
21.20271,21.13627,21.13627,19.39034,19.05625,0.2792842,0.1299866,0.09390734,0.08155087,0.2515132,0.5125597,0.0001350085,0.451328,0.096801
28.64764,21.93512,21.93512,19.22807,18.63796,0.1740842,0.2662487,0.1112146,0.07465298,0.1874125,0.5453348,0.0001263473,0.595372,0.030357
20.96831,21.24174,21.24174,19.04228,18.70195,0.2496217,0.1388282,0.07265521,0.05671133,0.1865323,0.4876186,0.0001385433,0.456527,0.047855
18.59864,19.85736,19.85736,17.89426,16.35063,0.205007,0.2834286,0.1759441,0.1434641,0.1610292,0.4604561,0.0001437951,0.471557,0.038373
20.87122,21.14864,21.14864,19.09019,18.60847,0.2646472,0.1575897,0.0609544,0.07326556,0.1794207,0.4250982,0.0001133048,0.453001,0.024833
17.14569,21.0535,21.0535,19.30294,18.86688,0.02757335,0.2963448,0.2848883,0.1110418,0.2718481,0.5637224,0.0001539012,0.549982,0.031726
21.68353,21.39672,21.39672,19.46002,19.24661,0.2919569,0.1069825,0.0670822,0.05056004,0.1756804,0.5085247,5.726925E-05,0.567191,0.042953
20.87937,20.87244,20.87244,19.15084,18.77084,0.2536249,0.1157781,0.08359525,0.06799123,0.1926439,0.5551805,0.0001094564,0.551439,0.041986
20.8509,21.78354,21.78354,19.45078,19.29223,0.2338297,0.2255611,0.09478664,0.07363864,0.2707349,0.5537813,0.0001786432,0.546296,0.032959
21.25825,20.95287,20.95287,18.56069,18.31813,0.2716973,0.1029159,0.0449601,0.04228885,0.1065849,0.4175899,6.064295E-05,0.374073,0.041524
21.08316,20.4703,20.4703,19.03181,18.76703,0.2491179,0.07490837,0.05401274,0.04858579,0.1561589,0.6040491,4.438972E-05,0.453966,0.129942
21.22105,21.37942,21.37942,19.79965,19.44764,0.2578001,0.1304317,0.1075335,0.08326045,0.2420793,0.6503523,7.638351E-05,0.635765,0.056054
21.30701,21.01329,21.01329,19.61627,19.12908,0.2629927,0.08239833,0.08365543,0.06486385,0.1810341,0.6057601,9.638719E-05,0.603643,0.049616
21.61982,21.66737,21.66737,19.72351,19.7998,0.2837011,0.1556884,0.1105578,0.07688503,0.2820998,0.5574921,0.0001123403,0.623469,0.053373
20.94473,21.21405,21.21405,18.89078,18.5779,0.2948118,0.187814,0.05006223,0.05695647,0.1652941,0.5131659,0.0001051676,0.493355,0.020548
21.19346,21.13665,21.13665,19.45559,18.99108,0.298878,0.1227256,0.08469014,0.07294133,0.1800549,0.5082867,8.309508E-05,0.534525,0.047997
17.55977,18.17638,18.17638,18.23182,15.70679,0.1391568,0.09987114,0.1989935,0.2956502,0.1289347,0.6500178,0.0003208747,0.639083,0.032369
21.13215,21.50862,21.50862,19.85215,19.32571,0.2747973,0.1894379,0.1541764,0.1353957,0.2775897,0.5974069,0.0001665151,0.656548,0.055313
21.37403,21.60328,21.60328,19.84867,19.40689,0.286297,0.1635522,0.1431226,0.0900576,0.2270055,0.594677,0.0001750665,0.65797,0.051752
21.37403,21.60328,21.60328,19.84867,19.40689,0.286297,0.1635522,0.1431226,0.0900576,0.2270055,0.5947046,0.0002332226,0.65797,0.051752
21.09437,21.13057,21.13057,18.70406,18.12603,0.2887112,0.1400106,0.06579892,0.04818543,0.09590791,0.596351,0.0001295288,0.612981,0.047808
21.09437,21.13057,21.13057,18.70406,18.12603,0.2887112,0.1400106,0.06579892,0.04818543,0.09590791,0.5963004,0.0001317019,0.612981,0.047808
20.88477,20.70605,20.70605,19.41849,18.82827,0.2310277,0.08922725,0.07412055,0.07405506,0.1618855,0.6549343,0.0001006668,0.567904,0.095148
20.88477,20.70605,20.70605,19.41849,18.82827,0.2310277,0.08922725,0.07412055,0.07405506,0.1618855,0.6548184,9.618948E-05,0.567904,0.095148
21.28576,20.9009,20.9009,18.6894,18.17593,0.2978984,0.09184499,0.03796617,0.03472107,0.08396039,0.4015194,6.08088E-05,0.358503,0.023351
21.28576,20.9009,20.9009,18.6894,18.17593,0.2978984,0.09184499,0.03796617,0.03472107,0.08396039,0.4015242,6.402071E-05,0.358503,0.023351
20.52477,20.55831,20.55831,18.53997,18.26034,0.2773046,0.121631,0.05648503,0.05421991,0.1715501,0.4163061,0.0001085193,0.377927,0.055762
20.52477,20.55831,20.55831,18.53997,18.26034,0.2773046,0.121631,0.05648503,0.05421991,0.1715501,0.416288,7.245614E-05,0.377927,0.055762
18.34866,21.79258,21.79258,19.80101,19.14964,0.02393972,0.2491453,0.1037645,0.1150796,0.2299421,0.5620837,2.884745E-05,0.546523,0.02925
18.34866,21.79258,21.79258,19.80101,19.14964,0.02393972,0.2491453,0.1037645,0.1150796,0.2299421,0.5475528,0.0001610823,0.546523,0.02925
20.5965,21.96883,21.96883,19.80953,19.15952,0.2545982,0.2394417,0.1070259,0.07598086,0.1450521,0.5775018,0.0001402404,0.551818,0.034119
19.86946,19.61984,19.61984,18.66619,18.54725,0.06281101,0.02497758,0.02383706,0.02464667,0.06642768,0.5015989,4.116322E-05,0.496043,0.111132
29.52581,21.22596,21.22596,18.85427,18.29501,0.07860198,0.242247,0.1346482,0.08382598,0.1551933,0.4431209,9.778935E-05,0.434765,0.022849
20.70672,21.5458,21.5458,19.4311,18.97429,0.2261574,0.236186,0.07585307,0.0832982,0.1939201,0.4925765,0.000164021,0.482651,0.056784
15.93036,33.89723,33.89723,32.76817,15.26457,0.0668337,0.04485871,0.09893736,0.07932415,0.1527286,0.4946481,0.0001608906,0.468085,0.041986
21.00312,21.36664,21.36664,19.40384,19.15683,0.2827408,0.159737,0.08186866,0.06903832,0.1986576,0.5571733,0.0001970144,0.59817,0.05149
21.36599,22.16423,22.16423,19.96101,19.44256,0.2294335,0.2649042,0.1296019,0.07572946,0.1624714,0.558696,0.0001603572,0.568583,0.039494
29.78796,21.97741,21.97741,19.77403,19.2266,0.06883561,0.2922913,0.1115945,0.0871611,0.2095731,0.5092717,0.0001452585,0.544453,0.039785
19.80625,19.43175,19.43175,18.82087,18.44714,0.0494641,0.01583664,0.01932206,0.01964195,0.05696838,0.5085346,3.217942E-05,0.522164,0.144002
20.77527,21.19289,21.19289,19.69576,18.95035,0.2868854,0.1669249,0.08010278,0.1042043,0.1903903,0.4986982,7.686915E-05,0.572959,0.044299
20.8236,21.77877,21.77877,19.17533,19.00107,0.2590551,0.2729037,0.08922776,0.06727241,0.2401536,0.5049538,0.0001284519,0.481648,0.024403
20.8236,21.77877,21.77877,19.17533,19.00107,0.2590551,0.2729037,0.08922776,0.06727241,0.2401536,0.5051447,0.000141673,0.481648,0.024403
20.65031,21.12343,21.12343,19.51613,19.09662,0.2057047,0.1334364,0.07272761,0.0753399,0.1742573,0.5743446,0.0001085117,0.548288,0.056264
20.58943,20.38866,20.38866,18.01956,17.46746,0.2870916,0.08338778,0.03363738,0.03376355,0.06958117,0.4300284,0.000103056,0.408904,0.025091
21.40822,21.58972,21.58972,19.78085,19.5667,0.2777882,0.2046116,0.1008564,0.09083304,0.2921099,0.4368185,0.0001467125,0.479795,0.036083
27.72561,21.55809,21.55809,19.41038,19.16943,0.2647642,0.1393336,0.07799594,0.04854604,0.1353416,0.5034406,0.0001131228,0.492132,0.036495
20.86427,21.5037,21.5037,18.94782,18.35,0.2601962,0.1605207,0.05790761,0.03869551,0.09445318,0.4994561,9.87682E-05,0.499607,0.018305
21.37937,21.50323,21.50323,19.73077,18.90761,0.2828391,0.1388549,0.09416986,0.06747996,0.1427126,0.5537574,0.0001296677,0.607631,0.068583
21.47874,21.636,21.636,19.96812,19.3954,0.272505,0.1294863,0.09894996,0.06901456,0.1681283,0.6058391,0.000180845,0.643602,0.055179
21.24613,20.82978,20.82978,19.58712,18.99589,0.2670182,0.08041668,0.08273043,0.06569631,0.1687388,0.681689,5.038716E-05,0.553442,0.133955
21.24613,20.82978,20.82978,19.58712,18.99589,0.2670182,0.08041668,0.08273043,0.06569631,0.1687388,0.6817955,4.40875E-05,0.553442,0.133955
16.14702,16.53548,16.53548,32.73803,15.58062,0.07795227,0.05512454,0.05451417,0.08835376,0.2161485,0.4394949,7.800023E-05,0.357022,0.04822
18.90751,18.11415,18.11415,17.17669,16.71916,0.1626783,0.03328623,0.02464213,0.03443443,0.08792477,0.5305282,0.0001364437,0.065354,0.02599
20.68671,21.02198,21.02198,19.27675,18.79941,0.2340087,0.1572397,0.06362791,0.08787093,0.2319773,0.5282431,0.0001260786,0.543821,0.062109
21.1451,20.90571,20.90571,19.45979,19.43409,0.2346929,0.07925959,0.0832246,0.06978457,0.276691,0.4636305,4.188625E-05,0.682201,0.052399
21.03515,21.7324,21.7324,19.6629,19.2872,0.2654238,0.2828294,0.1154569,0.1151959,0.2958935,0.4396898,0.0002197472,0.477961,0.039563
21.34907,22.05136,22.05136,19.66575,19.27476,0.2980354,0.2678072,0.1227787,0.09787031,0.230492,0.4989028,0.0001050281,0.505948,0.034654
21.17682,21.4708,21.4708,19.41542,18.57038,0.2440299,0.1655057,0.07516752,0.063548,0.1333196,0.4920954,0.0001527724,0.492342,0.051987
20.54771,19.81245,19.81245,18.37804,18.08456,0.1809899,0.0421707,0.02915821,0.02959279,0.08281173,0.4535912,0.0001524843,0.431905,0.073168
20.32813,20.98007,20.98007,18.94079,18.34154,0.2232487,0.1676191,0.0744204,0.05774747,0.1458406,0.5420339,0.0001336652,0.567326,0.048633
20.41348,22.06836,22.06836,19.68124,19.7058,0.2748545,0.2160933,0.07804462,0.05685919,0.1983213,0.4126644,0.0001023091,0.466777,0.034646
15.74344,17.85363,17.85363,31.48439,15.56424,0.0553186,0.1948153,0.1094387,0.2671835,0.1859266,0.5162972,0.0002132067,0.502582,0.029399
16.21947,31.92048,31.92048,32.05336,14.43718,0.09870315,0.2883199,0.1581974,0.1542366,0.06971692,0.5239055,0.0001799503,0.484338,0.081533
20.89386,21.4683,21.4683,19.34617,18.77301,0.2815178,0.2597446,0.1116555,0.09181347,0.1929687,0.5577488,0.0001199869,0.561887,0.043989
19.54293,21.29817,21.29817,19.37481,18.94352,0.07832064,0.1420374,0.07761804,0.06865898,0.2126463,0.5712475,0.0001961837,0.454952,0.088237
21.46133,20.79474,20.79474,19.42089,19.14814,0.2757979,0.06595617,0.05036764,0.04386862,0.1365232,0.4050624,1.783809E-05,0.344278,0.052491
19.4002,19.02721,19.02721,18.44482,18.22848,0.03628732,0.01114362,0.01321025,0.01451862,0.04667693,0.4295001,6.706722E-05,0.431719,0.125481
21.35886,20.71561,20.71561,19.18293,19.0871,0.1873299,0.04124668,0.02598109,0.02575052,0.1005849,0.4376732,3.810735E-05,0.34357,0.081924
21.2994,20.71803,20.71803,19.67829,19.40318,0.2300741,0.04086624,0.05359506,0.0534796,0.1367426,0.675979,0.0004411335,0.153805,0.043712
18.18636,17.73833,17.73833,16.83057,16.43836,0.1616686,0.04740558,0.02270717,0.04113213,0.09121847,0.62959,0.0002571652,0.106582,0.037535
20.61165,21.83871,21.83871,19.37755,18.89015,0.2135044,0.239548,0.07623286,0.06006567,0.1703073,0.4357125,0.0001105566,0.41869,0.031316
21.15257,20.44103,20.44103,19.56548,19.12909,0.1266254,0.04413519,0.06236482,0.06902044,0.118127,0.5245011,0.0001003464,0.365489,0.190358
19.16101,18.74856,18.74856,18.08611,17.86525,0.02608967,0.009490635,0.01081132,0.01135074,0.02980768,0.4246828,2.143522E-05,0.527364,0.103862
19.3247,18.99264,18.99264,18.1009,17.81208,0.04733003,0.01707888,0.02086249,0.02047378,0.05871541,0.454096,0.0002990291,0.503151,0.121728
19.79959,19.27236,19.27236,18.05631,17.90876,0.06093603,0.01584333,0.01072596,0.01269356,0.03892953,0.497723,4.868961E-05,0.319119,0.070325
19.64098,19.15581,19.15581,18.55959,18.4173,0.06040225,0.01721029,0.01988431,0.0227412,0.07825044,0.4613614,9.822109E-05,0.341412,0.080856
21.09979,20.28889,20.28889,19.40131,19.22308,0.1755129,0.03626615,0.04848175,0.04425123,0.1291152,0.6000945,0.0004278138,0.500941,0.167992
20.81627,21.82735,21.82735,18.95325,18.31358,0.254516,0.2578956,0.05475108,0.04935434,0.1105597,0.4548923,0.0001159942,0.451452,0.022554
30.06803,21.35873,21.35873,18.76226,18.29407,0.1432817,0.2951475,0.0666352,0.06615858,0.2079763,0.4638948,0.0001214906,0.473531,0.021264
29.6438,21.50192,21.50192,18.79829,18.3741,0.08165523,0.1947504,0.07507081,0.04612549,0.1274453,0.6571561,0.000159563,0.582977,0.025613
20.65119,21.98007,21.98007,19.43122,19.07422,0.2349302,0.2948536,0.1164367,0.07453904,0.2572941,0.4866244,0.000209786,0.481178,0.021233
21.15674,21.0326,21.0326,19.1122,18.48657,0.2560181,0.1316212,0.07718155,0.08179451,0.1192465,0.4337184,8.241414E-05,0.39626,0.030188
14.28335,16.61489,16.61489,14.21041,30.79063,0.02408123,0.09634434,0.01351247,0.03068416,0.1871796,0.4743838,6.760346E-05,0.040124,0.057405
21.51698,21.79365,21.79365,20.05867,19.566,0.2877933,0.1840378,0.1296671,0.09182142,0.2152378,0.693747,0.0002937506,0.635899,0.050818
21.25172,21.19081,21.19081,19.3517,18.91505,0.2933206,0.1400458,0.09206574,0.07537685,0.1572946,0.6534321,0.0001495141,0.631995,0.05651
20.9953,20.79782,20.79782,19.68422,19.34265,0.2364008,0.09491574,0.08939372,0.08288921,0.2160891,0.6463391,5.075325E-05,0.627295,0.092768
21.44593,20.95036,20.95036,19.56804,19.04106,0.2709777,0.08764591,0.077748,0.05995306,0.1485599,0.6076474,0.0001003009,0.49148,0.127992
21.07053,21.63563,21.63563,19.36637,18.83266,0.2864526,0.2601167,0.07089565,0.08320753,0.175199,0.6162099,0.000160149,0.517547,0.03772
28.5468,21.71058,21.71058,19.47178,19.01527,0.250146,0.1742592,0.06337078,0.05674718,0.1297801,0.4735397,0.0001159003,0.458491,0.03063
20.937,20.33923,20.33923,19.61222,19.469,0.09603535,0.02737854,0.02942457,0.03439681,0.1048504,0.4697973,3.483777E-05,0.256947,0.087027
21.73932,21.85769,21.85769,19.33505,19.30535,0.2789481,0.1463261,0.0539652,0.04131845,0.1338493,0.6144441,0.000129733,0.47201,0.044097
28.25112,22.18415,22.18415,19.67227,19.19937,0.1964799,0.2808125,0.1145576,0.07398327,0.192331,0.5567172,0.0002516948,0.533552,0.02605
21.19527,20.78139,20.78139,19.64133,19.31105,0.288444,0.0794431,0.1082038,0.07002337,0.2057942,0.6986673,0.0001511999,0.73969,0.066009
21.24406,21.48355,21.48355,19.81874,19.54464,0.2597476,0.1450687,0.1096288,0.08948523,0.2778877,0.5329413,0.000171113,0.582875,0.050351
22.20466,21.95775,21.95775,19.75264,19.30616,0.2919833,0.1090433,0.05231526,0.03724382,0.1029662,0.5007098,9.88741E-05,0.458468,0.054194
20.87448,21.52361,21.52361,19.59493,18.69206,0.2440958,0.1901853,0.06265543,0.08388385,0.16376,0.5169123,0.0001705063,0.536729,0.053451
21.2171,21.62774,21.62774,19.43689,19.1023,0.2719379,0.1687251,0.09424426,0.05961375,0.1969213,0.6961497,0.000248356,0.621702,0.026249
20.99291,21.59404,21.59404,19.09976,18.86403,0.2270209,0.2359608,0.07604966,0.06147829,0.1825114,0.4730768,0.0001068172,0.464521,0.027472
20.99291,21.59404,21.59404,19.09976,18.86403,0.2270209,0.2359608,0.07604966,0.06147829,0.1825114,0.4729294,0.0001198029,0.464521,0.027472
21.36582,21.31535,21.31535,19.49862,19.06932,0.2953184,0.1375408,0.07784203,0.07031983,0.1801114,0.5268846,5.669191E-05,0.51641,0.055951
21.515,21.85344,21.85344,19.81794,19.25682,0.2964474,0.1801595,0.1139831,0.0833034,0.186759,0.607182,0.0001363693,0.568315,0.052582
20.08353,19.75289,19.75289,18.84111,19.04202,0.1078139,0.02992688,0.03494349,0.03742699,0.2161475,0.4394331,3.134125E-05,0.166685,0.034001
19.85264,21.72489,21.72489,19.9715,19.14888,0.1127137,0.2823629,0.1707106,0.1115312,0.2197607,0.5838194,0.0002005251,0.54827,0.033821
21.39724,22.10043,22.10043,19.82509,19.21742,0.294874,0.2174182,0.1767751,0.07268943,0.1637356,0.6861678,0.0001436619,0.743008,0.083075
20.6601,21.34299,21.34299,19.99857,18.81373,0.2454517,0.174595,0.2132315,0.1281737,0.1956288,0.6466921,0.0003138607,0.631807,0.064221
20.44161,21.03521,21.03521,19.03421,18.86039,0.2097898,0.1409461,0.04920286,0.055734,0.2129651,0.4606273,0.000112056,0.465628,0.024981
21.42387,22.21662,22.21662,19.3162,19.03341,0.2917528,0.2704339,0.08089219,0.06994134,0.1394381,0.4936074,0.0001243883,0.523884,0.0341
21.16055,21.11946,21.11946,19.0093,18.62635,0.2900662,0.1645324,0.05746151,0.05170677,0.1116049,0.472747,0.0001112264,0.47307,0.027023
21.71878,20.32726,20.32726,19.03796,18.86741,0.2802841,0.03526662,0.02940528,0.02881507,0.0812729,0.6435915,8.403715E-05,0.142073,0.037864
21.71878,20.32726,20.32726,19.03796,18.86741,0.2802841,0.03526662,0.02940528,0.02881507,0.0812729,0.6437183,6.97833E-05,0.142073,0.037864
20.64178,20.25936,20.25936,19.37002,19.09853,0.1318801,0.03602032,0.04027595,0.03776991,0.1097329,0.597262,9.551358E-05,0.408336,0.145019
28.7189,21.5216,21.5216,19.0982,18.49271,0.2168656,0.1970107,0.08423554,0.05777073,0.1196301,0.5072441,0.0001260575,0.495344,0.030906
20.93235,20.76587,20.76587,19.03341,18.84027,0.272025,0.08637994,0.05571794,0.04710981,0.1682004,0.506328,6.578246E-05,0.556563,0.04051
28.33945,22.41067,22.41067,19.78071,19.44099,0.1941852,0.2792521,0.1168583,0.06487533,0.2021486,0.6591976,0.000130226,0.590661,0.037285
28.33945,22.41067,22.41067,19.78071,19.44099,0.1941852,0.2792521,0.1168583,0.06487533,0.2021486,0.6589596,0.0001553098,0.590661,0.037285
20.71628,21.7576,21.7576,19.52948,19.03542,0.2978728,0.2753533,0.07498908,0.09853761,0.2390184,0.4629467,0.0001839296,0.469548,0.037884
20.8943,21.12204,21.12204,19.48921,18.73186,0.2673608,0.1724667,0.09335459,0.06884873,0.1391366,0.5405079,0.0001117372,0.580736,0.058399
20.88725,21.19619,21.19619,18.78486,18.38672,0.2731001,0.1673894,0.05583179,0.05257386,0.08986317,0.4756183,8.950896E-05,0.46035,0.027562
21.2982,22.15176,22.15176,19.83873,19.33263,0.2949719,0.207314,0.1080149,0.06535706,0.1425777,0.5438456,0.0001366536,0.535019,0.043379
21.45308,21.35184,21.35184,19.65907,19.09786,0.2829977,0.1341573,0.090942,0.07150659,0.1693032,0.5914203,8.193579E-05,0.580349,0.044893
17.50236,18.26007,18.26007,17.8252,16.39378,0.1228158,0.1047897,0.04970596,0.1993115,0.2278599,0.4361386,0.0001009461,0.342379,0.074317
28.55284,21.88548,21.88548,19.58769,19.09877,0.194988,0.2376999,0.1003217,0.1080977,0.2528201,0.4908361,0.000120848,0.474309,0.039088
21.3399,21.61742,21.61742,20.61202,20.26062,0.2064797,0.1128601,0.1250584,0.09820678,0.2562526,0.5608442,3.43213E-05,0.677999,0.201887
20.79947,20.82408,20.82408,19.24257,18.23918,0.2953614,0.1362025,0.08672085,0.0809719,0.1883838,0.4924148,5.401919E-05,0.536554,0.14063
21.28996,21.54988,21.54988,19.72885,19.42787,0.2520278,0.1068156,0.08051334,0.06810067,0.2415965,0.5900877,4.996626E-05,0.624203,0.061488
21.01679,21.96243,21.96243,19.2918,18.4976,0.2930605,0.2982246,0.09594995,0.09070804,0.1618162,0.4596857,0.000133493,0.488988,0.026212
21.01679,21.96243,21.96243,19.2918,18.4976,0.2930605,0.2982246,0.09594995,0.09070804,0.1618162,0.459511,0.0001161471,0.488988,0.026212
20.72666,21.72504,21.72504,19.54086,18.84496,0.2740275,0.267809,0.08971057,0.08274319,0.1893662,0.6039109,0.0001301026,0.585955,0.058213
20.94766,20.96553,20.96553,19.17857,18.83073,0.2609236,0.1026719,0.0644291,0.04753423,0.1428679,0.6720602,0.0002285349,0.4533,0.125016
20.85746,21.54148,21.54148,19.26289,18.64019,0.293376,0.2339083,0.1009255,0.06909563,0.1511225,0.5597958,0.0001355946,0.563803,0.036064
19.81401,21.08467,21.08467,18.47046,18.0165,0.2501228,0.1866717,0.04759134,0.0480342,0.1061811,0.4013441,0.0001084216,0.381231,0.025631
21.36596,21.64998,21.64998,20.07525,19.65416,0.2320025,0.1472329,0.1673012,0.1005625,0.2347002,0.6949261,0.0001174217,0.758265,0.048712
21.26595,20.73984,20.73984,19.5447,19.1124,0.222412,0.0597459,0.06097961,0.05412588,0.1170104,0.5294221,9.512718E-05,0.52301,0.145402
20.94538,21.30838,21.30838,19.37687,18.92428,0.2886676,0.1524541,0.09339067,0.06745319,0.16108,0.5671347,0.0001592169,0.593184,0.07823
20.77644,20.81082,20.81082,18.44101,18.0168,0.2752523,0.1094143,0.04292749,0.03292788,0.0861031,0.4683417,8.631843E-05,0.401294,0.051187
21.24763,21.5975,21.5975,19.60081,19.13391,0.297483,0.152441,0.1170622,0.06897893,0.1927958,0.6120142,0.0001899549,0.639073,0.056892
20.69962,21.83978,21.83978,19.42838,18.68927,0.2644725,0.2678552,0.09919164,0.07694536,0.1668482,0.507929,0.0001435713,0.485681,0.030352
20.74549,21.21902,21.21902,19.57564,19.05516,0.2895695,0.1870149,0.07503241,0.1074246,0.2274423,0.6419573,0.0001558515,0.613854,0.060731
19.07557,18.72379,18.72379,17.99103,17.7016,0.03527383,0.01164457,0.01355661,0.0152037,0.04543016,0.4337431,7.937557E-05,0.383637,0.117661
20.83896,21.54329,21.54329,18.91297,18.38139,0.2778818,0.2217732,0.05640604,0.04980712,0.1376484,0.5177512,0.0001313676,0.534289,0.024074
18.81921,21.8674,21.8674,19.51168,19.05208,0.2636389,0.2733854,0.09444172,0.09660415,0.2006041,0.5610543,0.0001405519,0.53595,0.035481
18.09334,19.31779,19.31779,19.84829,19.40707,0.02554909,0.05974822,0.1810854,0.1454405,0.2400458,0.6479,0.0001660035,0.637234,0.040756
28.84101,21.40421,21.40421,19.41931,18.89628,0.212668,0.1914341,0.06766915,0.07526538,0.1618627,0.4565098,0.0001353258,0.445929,0.09552
