u,g,r,i,z,u_err,g_err,r_err,i_err,z_err,specz,specz_err,photoz,photoz_err
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4253266,4.138058E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4253298,3.84937E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252582,3.404736E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252606,3.594773E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252681,3.863593E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4253441,3.48783E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4254026,4.481513E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4254667,4.614919E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252102,4.802389E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252545,4.676086E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252557,4.735982E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252883,4.175341E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4253291,5.112831E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.425338,3.440904E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.425178,5.174686E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252299,5.233557E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252331,4.911271E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252582,4.537294E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4251887,5.195179E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252453,4.616453E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4253257,4.534711E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4253296,3.880479E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4253893,3.733563E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4253285,3.7849E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252343,3.903491E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252714,4.109707E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252874,3.471686E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252824,3.148844E-05,0.603646,0.247607
21.30409,20.52806,20.52806,20.08818,19.46611,0.2432632,0.05089141,0.06708984,0.09015378,0.2246977,0.4252746,3.308776E-05,0.603646,0.247607
21.19391,20.62673,20.62673,19.60878,19.21725,0.2875857,0.07343694,0.06933878,0.07570302,0.1837323,0.4602904,4.923706E-05,0.336759,0.066561
20.76369,21.94471,21.94471,19.7154,19.01651,0.2582644,0.288182,0.1773423,0.1051574,0.2146298,0.6774262,0.0001818399,0.621389,0.035925
21.01152,21.59466,21.59466,19.46037,18.76744,0.2781943,0.2336703,0.08258118,0.07360327,0.1493616,0.5840964,0.0001997194,0.595977,0.051347
21.42964,21.0903,21.0903,19.64235,19.07828,0.2400294,0.09327541,0.1453021,0.1539133,0.296483,0.5741621,0.0001190987,0.47109,0.174336
29.8539,21.67308,21.67308,19.63256,18.90629,0.1277244,0.2856579,0.07781027,0.1042793,0.1749871,0.436015,5.586467E-05,0.488412,0.052709
30.15522,21.36869,21.36869,19.58011,18.93388,0.04724477,0.1719877,0.07805799,0.07579559,0.1735885,0.4609353,0.0002037084,0.527417,0.053127
21.24816,20.79664,20.79664,18.99319,18.63746,0.2926231,0.0928949,0.0557462,0.03973981,0.1044918,0.4486694,9.911763E-05,0.485749,0.066669
28.16519,21.48271,21.48271,19.71399,19.36945,0.2816186,0.1606463,0.1000754,0.09050272,0.2543592,0.5809955,9.628867E-05,0.612605,0.054137
21.10313,20.80502,20.80502,18.3928,17.79659,0.2740477,0.1008892,0.04119197,0.04539137,0.0693215,0.4255727,6.249792E-05,0.428962,0.043607
20.88252,20.83106,20.83106,19.22773,18.92603,0.2883053,0.11002,0.0522373,0.06038612,0.1739561,0.4244083,3.060387E-05,0.389114,0.068752
20.61597,20.11944,20.11944,18.83511,18.45605,0.1898843,0.05527119,0.03365867,0.03824126,0.09605559,0.414609,5.11144E-05,0.427169,0.09845
21.00508,21.00604,21.00604,19.49457,18.93671,0.2773908,0.1184265,0.07161435,0.08235043,0.2098306,0.5288334,7.86165E-05,0.397986,0.149254
18.3118,21.07738,21.07738,18.8654,18.1322,0.1867982,0.1800117,0.05414989,0.08129477,0.1210914,0.4786832,7.275005E-05,0.390627,0.030624
20.81023,20.53954,20.53954,18.74595,18.25284,0.2702949,0.09102939,0.05184368,0.04629235,0.1173091,0.5054266,6.953678E-05,0.411984,0.090118
19.11303,22.03208,22.03208,19.62463,19.06295,0.04539776,0.2686424,0.1124258,0.07741883,0.1993207,0.6571741,0.0001666603,0.59714,0.03077
19.7352,21.67305,21.67305,19.29277,19.08546,0.2204256,0.1855418,0.08527609,0.06645817,0.2225818,0.4871583,9.28338E-05,0.493654,0.029209
21.16173,21.34675,21.34675,19.7143,19.0747,0.2866788,0.1471354,0.1070462,0.08258556,0.198641,0.6340339,0.0001831795,0.695677,0.055835
20.99144,21.86803,21.86803,19.9164,19.3523,0.221377,0.2350313,0.1264472,0.1046084,0.2260886,0.6864688,0.0002081756,0.642381,0.059498
21.26771,21.05185,21.05185,19.3313,18.83921,0.2711196,0.09980932,0.05335419,0.0542649,0.1442382,0.5675253,9.298149E-05,0.546363,0.049821
20.28836,20.06626,20.06626,19.25272,19.03369,0.07413572,0.02887928,0.03568268,0.03872491,0.09405364,0.4546373,2.878165E-05,0.621465,0.170586
20.24147,19.85097,19.85097,19.18025,18.8876,0.09182096,0.03356309,0.03124405,0.0429524,0.1151021,0.4136594,5.433947E-05,0.281196,0.087616
20.7659,20.31421,20.31421,19.76482,19.87574,0.1271989,0.03603737,0.04795618,0.05366307,0.2232357,0.5802779,0.0001448265,0.577676,0.193816
20.64182,20.4901,20.4901,19.45138,18.9826,0.1372488,0.05223103,0.0498179,0.0502168,0.1335614,0.4345178,0.0001110215,0.668737,0.169007
21.38317,20.77856,20.77856,19.56719,19.38657,0.2596772,0.0691108,0.07470822,0.04772963,0.1835831,0.4492064,1.736601E-05,0.326414,0.05872
20.41103,19.83257,19.83257,19.18913,18.87863,0.1506285,0.03385969,0.03918235,0.05243681,0.1690634,0.5613939,0.0006462839,0.493576,0.128724
20.65876,20.75063,20.75063,19.5093,19.08156,0.1617803,0.07901859,0.05084305,0.05563929,0.1454134,0.4063356,0.0004984665,0.629904,0.168858
21.08912,20.42833,20.42833,19.04705,18.87723,0.2147973,0.06028288,0.04831536,0.04859715,0.1570351,0.4428387,7.616899E-05,0.307472,0.07331
21.61574,20.60698,20.60698,19.35246,18.98289,0.2717873,0.05577859,0.04333261,0.04903128,0.1356907,0.4635022,1.348626E-05,0.237552,0.044594
21.32824,20.82397,20.82397,19.12487,18.69827,0.2709051,0.08577839,0.05107977,0.05082205,0.1332219,0.4204781,5.158773E-05,0.370688,0.084967
21.13967,20.96704,20.96704,19.84156,19.17725,0.1363393,0.06041338,0.05296063,0.05737888,0.1211727,0.4253936,0.0001074538,0.480372,0.10736
20.82743,20.47881,20.47881,19.48159,19.32504,0.1666256,0.05366666,0.06205206,0.06447074,0.211777,0.5484955,9.260347E-05,0.611373,0.158271
21.02322,20.69259,20.69259,19.30445,19.06791,0.213445,0.07450858,0.06290301,0.0865143,0.186347,0.4103576,1.91451E-05,0.353326,0.055224
20.81362,20.94026,20.94026,19.65294,19.29063,0.1506321,0.07740031,0.07115506,0.06768534,0.2183302,0.4203151,9.808961E-05,0.455278,0.123629
21.77522,21.25422,21.25422,19.65408,19.32368,0.2824185,0.07956901,0.05894576,0.05461346,0.1661198,0.5004828,4.064117E-05,0.501329,0.098246
21.36584,20.53778,20.53778,19.52048,19.2703,0.1919373,0.04197395,0.05150513,0.05285871,0.1507879,0.6450186,0.0002202832,0.092031,0.034336
21.54083,20.76816,20.76816,19.66021,19.18846,0.2512448,0.05328454,0.05008729,0.05459123,0.1588936,0.4149081,8.222755E-05,0.38986,0.120352
20.18417,19.67641,19.67641,18.76215,18.36929,0.09460577,0.02471724,0.02724428,0.03032609,0.09474966,0.4403334,2.4774E-05,0.298426,0.070791
20.18417,19.67641,19.67641,18.76215,18.36929,0.09460577,0.02471724,0.02724428,0.03032609,0.09474966,0.4403579,2.967219E-05,0.298426,0.070791
21.61988,20.70728,20.70728,19.65027,19.56713,0.2760978,0.05104456,0.04588958,0.05190645,0.2064392,0.5903535,1.364806E-05,0.26909,0.058368
19.65834,19.13832,19.13832,18.60674,18.34436,0.06447144,0.01634554,0.0211143,0.02367266,0.07589321,0.4962348,5.521871E-05,0.06102,0.031965
20.89109,20.68638,20.68638,19.36241,18.92812,0.1900754,0.0723679,0.05105586,0.06032992,0.1465225,0.42708,3.231512E-05,0.445168,0.086933
19.97684,19.36445,19.36445,18.77558,18.70104,0.08358839,0.03703478,0.04811265,0.0604323,0.1418837,0.6005533,4.068942E-05,0.04268,0.024665
19.97684,19.36445,19.36445,18.77558,18.70104,0.08358839,0.03703478,0.04811265,0.0604323,0.1418837,0.6005036,3.576778E-05,0.04268,0.024665
20.91274,20.2838,20.2838,18.73959,18.42369,0.2930669,0.08070498,0.04860215,0.05756259,0.1554772,0.4565348,6.6129E-05,0.353561,0.061792
19.0614,18.78391,18.78391,18.43379,18.23844,0.02573049,0.01021783,0.01243667,0.01489957,0.04129353,0.416855,3.975334E-05,0.235438,0.080478
21.4573,21.14351,21.14351,20.07543,20.28316,0.1843155,0.0700672,0.06508512,0.06229521,0.2919618,0.4626894,2.03584E-05,0.318074,0.106503
21.32285,21.62041,21.62041,19.33922,18.88276,0.2583915,0.1668546,0.05927791,0.05154131,0.1313213,0.4584677,0.0001281111,0.400144,0.066757
21.73928,22.49598,22.49598,20.5511,19.99271,0.2669231,0.2695985,0.1505788,0.1020943,0.2566894,0.6671933,0.0002800341,0.731524,0.097008
21.5925,22.32785,22.32785,19.85465,19.66999,0.2470107,0.2617906,0.1183664,0.06880009,0.2079194,0.5417252,0.0001601014,0.551063,0.036828
21.54999,21.53622,21.53622,19.82531,19.12546,0.2937776,0.1518412,0.1063539,0.07472855,0.147925,0.6705424,3.886152E-05,0.612246,0.056913
21.46712,21.07016,21.07016,19.42554,19.23972,0.2969218,0.1098087,0.0634819,0.05653947,0.1730989,0.6275131,7.290089E-05,0.574037,0.053692
20.69267,21.16163,21.16163,19.6035,19.24411,0.2564909,0.1768732,0.1077133,0.10202,0.2663377,0.5041195,0.0001434711,0.51407,0.059699
21.43167,20.77948,20.77948,19.75504,19.3791,0.2426042,0.0634058,0.05351451,0.05853342,0.1679972,0.494114,2.254299E-05,0.320505,0.074789
21.02027,21.18831,21.18831,19.36122,18.72091,0.2934016,0.1692904,0.07392532,0.07791322,0.145909,0.6271688,0.0002115591,0.562952,0.046055
21.21443,21.69551,21.69551,19.69942,19.10186,0.2861629,0.1815547,0.09156718,0.07100972,0.1367133,0.6109706,0.0001046837,0.544242,0.048842
21.0554,21.09363,21.09363,18.8959,18.37003,0.2985352,0.1487311,0.05421511,0.04686669,0.100781,0.4277186,9.16721E-05,0.434454,0.040522
20.60629,20.79894,20.79894,18.64394,18.19514,0.2969492,0.1467925,0.05126809,0.05076325,0.1147713,0.4402944,0.0001577453,0.408629,0.029465
20.68593,21.48501,21.48501,19.44399,19.07032,0.2366385,0.2170085,0.06906833,0.08509168,0.2058155,0.5482427,7.512033E-05,0.480703,0.046605
18.75216,21.44589,21.44589,19.57854,18.90929,0.05631323,0.2850714,0.1279577,0.1251236,0.2664283,0.5223467,0.0001448488,0.551398,0.034677
21.63273,22.02339,22.02339,19.74656,19.49376,0.2935459,0.197108,0.07980686,0.06589453,0.1876769,0.4739578,0.0001037004,0.483453,0.056271
21.63273,22.02339,22.02339,19.74656,19.49376,0.2935459,0.197108,0.07980686,0.06589453,0.1876769,0.4740477,8.382003E-05,0.483453,0.056271
20.58327,20.92941,20.92941,18.95869,19.08041,0.1884513,0.13337,0.07078319,0.06442276,0.2728823,0.5116315,0.000138251,0.547667,0.048344
18.2775,21.974,21.974,19.62379,19.21047,0.0672148,0.2936793,0.1139503,0.09594348,0.2955864,0.4944019,0.0001887084,0.487056,0.027561
28.78579,21.64572,21.64572,19.44816,18.73309,0.1497654,0.2103425,0.1054427,0.07681905,0.1756471,0.5221868,0.0001282524,0.547496,0.031453
21.32981,21.37958,21.37958,19.64637,19.05357,0.2781155,0.1388701,0.1196631,0.07849104,0.1938849,0.5170378,5.369269E-05,0.692983,0.064428
21.34545,22.24459,22.24459,19.67971,19.13485,0.2731901,0.2351702,0.1058474,0.06867947,0.1765261,0.5201913,0.0001976962,0.542784,0.032265
20.72837,21.05154,21.05154,19.04078,18.70459,0.2720329,0.1374877,0.08656635,0.06744979,0.2186321,0.4484615,0.0001041056,0.452691,0.027373
20.7267,21.29627,21.29627,19.21523,18.72778,0.2334643,0.1712573,0.09079173,0.07698023,0.171724,0.4972506,0.0001141854,0.485328,0.025877
20.7267,21.29627,21.29627,19.21523,18.72778,0.2334643,0.1712573,0.09079173,0.07698023,0.171724,0.4969117,9.96435E-05,0.485328,0.025877
20.96567,21.34658,21.34658,19.85164,19.53027,0.2841064,0.2108712,0.1808582,0.1114577,0.2800451,0.6514556,0.0001349348,0.693655,0.054524
21.36016,21.20253,21.20253,19.4263,18.82473,0.2636844,0.1336194,0.06956309,0.0691366,0.1384055,0.5125727,0.0001199698,0.495527,0.048475
21.08986,20.79363,20.79363,19.36039,18.90791,0.1889186,0.06885661,0.06688954,0.05566671,0.1280325,0.6691101,6.256386E-05,0.587632,0.098698
18.99928,20.16254,20.16254,18.50298,18.32046,0.181191,0.1163029,0.08927355,0.08124751,0.2298067,0.4290603,9.706432E-05,0.420035,0.038527
29.6095,21.64341,21.64341,19.36119,18.7303,0.2635049,0.2063697,0.07441594,0.0737887,0.2050652,0.4700146,0.0001146352,0.472972,0.032998
28.36215,21.79726,21.79726,19.62835,18.99033,0.2666815,0.2595809,0.08994882,0.1096078,0.2317659,0.4955319,0.0001521453,0.503583,0.035858
21.17931,21.28954,21.28954,19.26525,18.9764,0.2733256,0.1313067,0.05696999,0.05323923,0.1653258,0.5468237,9.825511E-05,0.52272,0.042194
21.14551,21.17863,21.17863,19.37713,18.96842,0.2927325,0.1349721,0.07171831,0.06699929,0.1931613,0.6951832,5.669984E-05,0.667596,0.05309
20.30401,20.70828,20.70828,18.67556,18.03497,0.2849549,0.2776564,0.1691635,0.1213351,0.1897231,0.57483,0.000131177,0.539438,0.026871
20.75831,21.24279,21.24279,19.33828,19.16896,0.2238061,0.1362409,0.06373651,0.06805952,0.2482217,0.5312002,5.522351E-05,0.585467,0.040879
20.92585,22.079,22.079,19.71495,19.12057,0.253853,0.2927601,0.1244101,0.08733954,0.2291624,0.5566744,0.0001823194,0.578728,0.045906
21.19049,21.87174,21.87174,19.54779,19.28651,0.22954,0.1632562,0.09409793,0.06521079,0.2041631,0.5713077,9.832118E-05,0.550046,0.050774
28.12283,22.03968,22.03968,19.76687,19.33659,0.1997366,0.1915275,0.09813198,0.0705534,0.172199,0.5395663,0.0001450944,0.521973,0.026842
20.78946,20.9294,20.9294,18.95214,18.50472,0.2265315,0.09756928,0.05982459,0.04684981,0.09473123,0.4975721,0.0001142888,0.525086,0.039304
20.33025,21.45631,21.45631,18.75045,18.31502,0.2178073,0.2213392,0.079141,0.06008327,0.1327947,0.4982444,0.000105041,0.513425,0.022942
21.42894,21.80313,21.80313,19.73056,19.34942,0.2924595,0.1678078,0.09848496,0.0628594,0.1570371,0.6180286,9.168119E-05,0.647438,0.042715
20.94648,20.46023,20.46023,19.58916,19.22301,0.1198704,0.05104036,0.05508099,0.05237815,0.1253465,0.5769516,4.936746E-05,0.482344,0.165531
20.29422,21.7884,21.7884,19.55054,19.09263,0.1698848,0.2770619,0.07963114,0.07843737,0.1854436,0.44132,0.0001267814,0.452271,0.022866
16.56322,32.67202,32.67202,32.81269,15.59618,0.1078977,0.1297577,0.05839822,0.07161874,0.2061706,0.5585633,8.025909E-05,0.553404,0.026258
21.49903,21.80713,21.80713,19.6464,19.32672,0.2654827,0.1635374,0.07661046,0.05743511,0.1567321,0.5777928,8.080315E-05,0.563038,0.044001
28.28873,21.91443,21.91443,19.17576,18.67965,0.2503457,0.2760542,0.08132111,0.0948016,0.1587299,0.4767139,0.0001104985,0.495107,0.021622
20.88369,21.49586,21.49586,19.20141,18.85334,0.2203673,0.152815,0.07020868,0.05652643,0.1507714,0.4461495,8.962653E-05,0.454899,0.022365
28.19596,21.63464,21.63464,18.81512,18.45019,0.2938399,0.2183315,0.06009671,0.04647699,0.1151973,0.5040694,7.864599E-05,0.488539,0.020599
21.20557,21.07425,21.07425,19.43332,19.02682,0.2786665,0.1128635,0.07336796,0.05788477,0.1597403,0.5311186,7.300391E-05,0.515938,0.056796
21.25562,21.31652,21.31652,19.723,19.37288,0.2403043,0.1070109,0.07818031,0.0603346,0.1449953,0.6222395,4.260967E-05,0.646212,0.07069
20.95715,20.66327,20.66327,19.79829,19.3017,0.1454931,0.04980518,0.0486021,0.04878388,0.1223439,0.4651861,6.159076E-05,0.561556,0.210689
21.07969,20.5006,20.5006,19.42033,19.13787,0.1701576,0.04215042,0.05197389,0.03699255,0.1283933,0.6165445,0.000110316,0.305182,0.172071
20.73625,21.70654,21.70654,19.06331,18.82836,0.2343638,0.2444074,0.08947889,0.06718591,0.1432905,0.6080694,0.0001261039,0.565055,0.050048
20.02088,21.53065,21.53065,19.29965,18.78106,0.1927664,0.2212784,0.08651043,0.07802536,0.1506102,0.5364523,0.000150755,0.560171,0.027713
21.22755,21.60235,21.60235,19.60022,19.06143,0.2785206,0.1982725,0.1085415,0.0714898,0.1885779,0.6406715,0.0001374761,0.641114,0.058629
20.59168,21.04973,21.04973,19.05802,18.92393,0.2222547,0.14563,0.05190634,0.0569963,0.2123337,0.5583562,0.0001152157,0.573158,0.044846
20.27641,19.90984,19.90984,18.94741,18.45507,0.1001384,0.03438541,0.03127401,0.03362915,0.09185901,0.4386528,0.000160286,0.273555,0.066238
20.27641,19.90984,19.90984,18.94741,18.45507,0.1001384,0.03438541,0.03127401,0.03362915,0.09185901,0.4388721,0.0001694819,0.273555,0.066238
28.36985,21.40212,21.40212,18.86411,18.49974,0.257419,0.2104136,0.0556381,0.05205806,0.1241653,0.4475637,6.808883E-05,0.43037,0.024902
20.9031,22.21336,22.21336,19.95381,19.56509,0.2628303,0.2684835,0.1147408,0.07600332,0.2356345,0.4845678,0.0001003735,0.490969,0.028835
20.9031,22.21336,22.21336,19.95381,19.56509,0.2628303,0.2684835,0.1147408,0.07600332,0.2356345,0.4845464,0.0001437992,0.490969,0.028835
20.57215,21.32455,21.32455,18.91325,18.22689,0.2558178,0.2584898,0.08096517,0.08468754,0.1640641,0.420304,9.796555E-05,0.379493,0.028079
17.34967,18.13853,18.13853,17.52244,16.5386,0.1005222,0.1185138,0.07513682,0.1532459,0.2335478,0.5722571,0.0001762558,0.086859,0.146209
19.62729,20.46381,20.46381,18.03416,17.85568,0.2582276,0.2613526,0.08882099,0.07197346,0.1826207,0.4117951,0.0001065772,0.37242,0.026002
20.08052,19.40579,19.40579,19.23118,18.80144,0.06599935,0.01824971,0.02615057,0.03522173,0.08667541,0.6937554,0.0001390197,0.079852,0.053743
21.33287,20.84662,20.84662,19.59285,19.43858,0.2155667,0.07380046,0.05841116,0.05494883,0.1990812,0.6338342,0.0001460016,0.58431,0.125036
21.31301,20.5068,20.5068,18.78296,18.35741,0.2574715,0.05569227,0.02856573,0.03244084,0.08043428,0.4792366,2.404836E-05,0.308708,0.065575
21.31301,20.5068,20.5068,18.78296,18.35741,0.2574715,0.05569227,0.02856573,0.03244084,0.08043428,0.479224,7.822744E-05,0.308708,0.065575
21.31301,20.5068,20.5068,18.78296,18.35741,0.2574715,0.05569227,0.02856573,0.03244084,0.08043428,0.4792476,3.686843E-05,0.308708,0.065575
20.37532,19.63457,19.63457,18.81329,18.48145,0.10798,0.02711122,0.03491098,0.05691125,0.1025929,0.4040791,3.550345E-05,0.328679,0.084061
19.63709,19.33936,19.33936,18.69128,18.63334,0.0518058,0.01764921,0.01950399,0.0222506,0.08124829,0.4885665,4.277336E-05,0.463958,0.115215
19.56493,19.29079,19.29079,18.7089,18.30661,0.04268803,0.01458144,0.02225325,0.02292939,0.06544448,0.4168561,6.986764E-05,0.453236,0.129421
20.72865,20.87289,20.87289,19.08389,19.09251,0.2598762,0.1645816,0.08970084,0.06605045,0.2490713,0.4716515,0.0002719575,0.511296,0.039378
20.83127,21.4839,21.4839,19.56486,19.12624,0.28337,0.2153175,0.1016578,0.08395298,0.2200481,0.5357358,0.0001650648,0.558175,0.049624
20.75827,21.17101,21.17101,19.44267,19.27769,0.2150988,0.1224623,0.05754319,0.06438839,0.2171025,0.5483547,0.0001031513,0.532355,0.065069
20.72932,20.18741,20.18741,18.73881,18.62867,0.1797348,0.04482426,0.05761157,0.04273138,0.1123869,0.4370609,2.979689E-05,0.448428,0.135711
21.19874,20.35335,20.35335,18.70027,18.43076,0.2540716,0.05150844,0.02896383,0.02560068,0.08008388,0.4318239,2.680339E-05,0.282901,0.045386
21.19874,20.35335,20.35335,18.70027,18.43076,0.2540716,0.05150844,0.02896383,0.02560068,0.08008388,0.4319024,2.300872E-05,0.282901,0.045386
20.96941,21.06059,21.06059,19.12021,18.57214,0.2824226,0.1443791,0.0923361,0.0577224,0.1282687,0.6614279,0.0001473605,0.645599,0.063608
20.95947,21.42342,21.42342,19.3626,18.94547,0.274153,0.1733394,0.09099712,0.07050593,0.2194178,0.4933273,0.0001056919,0.520772,0.041104
20.45898,21.06488,21.06488,19.46274,18.92657,0.1873799,0.1604245,0.07397544,0.08941363,0.1824175,0.5997568,0.0001376671,0.594836,0.053968
16.3721,32.51896,32.51896,33.72967,30.89791,0.1029253,0.161813,0.1265762,0.03087144,0.088356,0.5987331,0.0001413642,0.533636,0.023616
19.11105,30.61484,30.61484,19.20328,18.94616,0.08971534,0.08491854,0.1601694,0.09051452,0.2819785,0.624099,0.000179229,0.607528,0.034516
19.76009,19.1806,19.1806,18.64191,18.56098,0.05284609,0.01771856,0.02235004,0.02405901,0.06469593,0.5452793,0.0001185368,0.054317,0.020072
19.71613,19.43723,19.43723,18.51956,18.3438,0.06635052,0.02618816,0.02759176,0.03040349,0.07065248,0.4805038,2.774764E-05,0.502362,0.092672
20.94147,20.88847,20.88847,20.60436,19.83337,0.1888346,0.06815766,0.08552745,0.1188149,0.213503,0.6994635,0.0001708514,0.620968,0.231112
18.96197,18.69544,18.69544,18.41101,18.16498,0.03483858,0.01084153,0.01541035,0.01693341,0.05857472,0.521162,7.850432E-05,0.255726,0.041956
21.28872,20.89248,20.89248,20.13246,19.71963,0.1890045,0.0620954,0.07273865,0.07088418,0.1797484,0.5140128,8.437112E-05,0.50872,0.177237
20.4501,20.1225,20.1225,19.61527,19.41206,0.1164002,0.0351949,0.05054538,0.06052508,0.177555,0.4555971,0.0002114748,0.62496,0.215059
20.69016,20.30411,20.30411,19.71337,19.29089,0.1091978,0.03136464,0.04218094,0.04632103,0.145765,0.6524804,8.325225E-05,0.584812,0.177566
20.47184,21.3504,21.3504,18.7198,18.20477,0.2606958,0.2482949,0.080689,0.06080984,0.1174252,0.4797938,0.0001345584,0.498659,0.029249
20.47184,21.3504,21.3504,18.7198,18.20477,0.2606958,0.2482949,0.080689,0.06080984,0.1174252,0.4803207,0.0002062844,0.498659,0.029249
19.73301,19.35401,19.35401,18.61198,18.35567,0.06831265,0.02148298,0.03391455,0.0352225,0.1058326,0.5124483,0.0001403715,0.512903,0.140579
19.21807,21.82693,21.82693,19.508,19.18297,0.09427977,0.2619326,0.08973427,0.09256939,0.2933685,0.4844419,0.0001530196,0.478024,0.025853
21.42778,21.68499,21.68499,19.93412,19.52883,0.2704429,0.1336045,0.141091,0.08368424,0.2537804,0.6308908,2.26178E-05,0.651124,0.059102
21.59446,21.14083,21.14083,19.64226,19.05185,0.2689484,0.08443377,0.09017501,0.08759733,0.1638984,0.639937,0.0003059908,0.689051,0.078981
19.19678,18.97625,18.97625,18.4519,18.0705,0.03742265,0.01483824,0.02010391,0.02954832,0.07527553,0.4164586,0.0001040521,0.32292,0.08401
19.4592,19.02588,19.02588,18.68544,18.38362,0.04861581,0.03111658,0.07106166,0.09077799,0.1113155,0.6028875,0.00019002,0.337774,0.055778
13.84454,15.1455,15.1455,15.45598,14.52769,0.0182793,0.02470865,0.005130736,0.136716,0.1193056,0.5209387,0.0001411166,-9999,-9999
20.43266,20.01834,20.01834,18.58776,18.20453,0.1653998,0.05104334,0.03485258,0.03882691,0.1028253,0.408233,0.0001059297,0.33668,0.036905
19.31928,19.00599,19.00599,18.56372,18.03838,0.04757049,0.01628874,0.02356137,0.02649191,0.06507512,0.4131312,5.463321E-05,0.361856,0.083492
19.54111,19.19083,19.19083,18.48235,18.35339,0.05809399,0.01889619,0.02235794,0.02723147,0.09368288,0.411888,4.349809E-05,0.349534,0.092475
21.12311,20.29475,20.29475,18.71994,18.41042,0.2052358,0.05362509,0.0357583,0.02973907,0.07241338,0.4559203,3.340445E-05,0.479024,0.079832
21.12311,20.29475,20.29475,18.71994,18.41042,0.2052358,0.05362509,0.0357583,0.02973907,0.07241338,0.4559105,3.479827E-05,0.479024,0.079832
21.12311,20.29475,20.29475,18.71994,18.41042,0.2052358,0.05362509,0.0357583,0.02973907,0.07241338,0.4559502,3.352219E-05,0.479024,0.079832
