20.19816 21.5723 21.5723 18.80446 18.34728 0.1935946 0.2157072 0.060714 0.04869881 0.106435 0.4098532 7.945773e-05 0.419923 0.035858
20.85918 21.5669 21.5669 19.79747 19.07104 0.2737479 0.1865066 0.09041072 0.08643787 0.1961993 0.5291046 0.0001785243 0.520543 0.047986
20.26743 21.43549 21.43549 18.85462 18.311 0.2813847 0.2762501 0.07974311 0.05858932 0.1279667 0.4503374 0.0001014322 0.440407 0.038151
21.03617 21.122 21.122 19.3287 18.75815 0.2562096 0.1419847 0.06313562 0.0612566 0.1327333 0.4703308 9.517682e-05 0.484975 0.046263
21.46855 21.65702 21.65702 19.65032 19.29558 0.2712454 0.172126 0.1039172 0.07189526 0.1810985 0.6594933 9.259043e-05 0.594073 0.049535
31.37799 21.66071 21.66071 19.70571 19.15625 0.01934393 0.2946436 0.151262 0.1324201 0.2589333 0.4883673 0.0001290915 0.498072 0.025673
21.14024 20.30366 20.30366 18.92886 18.47202 0.250506 0.05215426 0.04996198 0.04218918 0.1369675 0.640027 3.164731e-05 0.554962 0.113697
19.58986 19.25463 19.25463 18.77432 18.39853 0.04076016 0.01462053 0.01912296 0.02179337 0.05139924 0.4556181 3.956194e-05 0.516131 0.107037
17.56833 18.82232 18.82232 32.01024 29.54123 0.2024752 0.2296055 0.1535075 0.07701898 0.1607217 0.5678301 0.0001430625 0.403631 0.105316
21.40134 21.44153 21.44153 19.78884 19.76542 0.2937553 0.1208826 0.1156361 0.07862414 0.2639104 0.6459982 4.559213e-05 0.604441 0.063492
19.39341 21.67584 21.67584 19.52139 18.98389 0.1205669 0.2433084 0.150152 0.1012688 0.257616 0.4097263 0.0002001992 0.449592 0.052332
21.2309 21.87756 21.87756 19.1903 18.68367 0.2703467 0.2798299 0.07802418 0.05418533 0.1157419 0.6563675 9.922634e-05 0.59095 0.05577
21.18359 22.0217 22.0217 19.80802 19.5116 0.2631209 0.2435533 0.1178045 0.07919811 0.2221815 0.5387353 0.0001194489 0.571289 0.050934
20.88567 20.97751 20.97751 19.74405 19.4935 0.2506939 0.1082223 0.1275025 0.1002413 0.2938652 0.6817347 0.0001044514 0.692134 0.072979
21.02794 21.00102 21.00102 20.39879 20.19298 0.1766647 0.0644794 0.09066691 0.0887017 0.2948092 0.4814449 1.150439e-05 0.569098 0.171012
20.824 21.00381 21.00381 19.17038 18.65267 0.2630306 0.1528398 0.05656074 0.06532843 0.1364713 0.4844281 9.314298e-05 0.524514 0.05115
19.99461 19.85457 19.85457 19.38307 19.22149 0.06696779 0.03713864 0.0561568 0.04407701 0.1307385 0.5479008 0.0001282688 0.595841 0.168661
19.88269 19.63629 19.63629 18.98891 18.74181 0.05716817 0.01874451 0.0240387 0.02435015 0.067665 0.4223122 0.0001471896 0.641802 0.187793
21.24772 20.51197 20.51197 19.94798 19.55611 0.2092137 0.05305256 0.07461801 0.06546374 0.2140539 0.5266288 2.888651e-05 0.673059 0.223525
21.07779 21.1416 21.1416 19.29299 19.1624 0.2741898 0.1280946 0.07582075 0.0650297 0.2078769 0.6467979 8.830783e-05 0.526401 0.084665
19.40265 20.35946 20.35946 17.93589 17.07679 0.2904652 0.1985586 0.07596933 0.07046729 0.1188879 0.4160634 0.0001134768 0.40484 0.019409
20.76276 21.05759 21.05759 18.51057 18.2492 0.2957547 0.1751359 0.05939802 0.05014057 0.1126899 0.4366921 0.0001186335 0.415012 0.027021
19.66817 17.88868 17.88868 16.64554 16.31861 0.07858764 0.0104429 0.008905385 0.00839767 0.01975542 0.6117982 0.0006114869 0.097779 0.023039
20.55006 20.11994 20.11994 19.57545 19.06841 0.1139044 0.03650115 0.04976197 0.05585524 0.1378827 0.5164704 7.90712e-05 0.555943 0.171436
20.90001 21.32311 21.32311 19.7236 18.75228 0.234761 0.175923 0.2525565 0.09791119 0.1467198 0.6834651 0.0005046543 0.957522 0.042342
