epoch,d_acc,d_loss,g_loss,val_d_acc,val_d_loss,val_g_loss
0,0.0,3.252410888671875,5.575355529785156,0.0,1.240285873413086,0.29198145866394043
1,0.0,2.096024751663208,2.7185728549957275,0.0,0.24645891785621643,1.658666968345642
0,0.0,0.8724950551986694,0.27184242010116577,0.0,1.3168244361877441,0.04484377056360245
1,0.0,1.3898178339004517,0.12442593276500702,0.0,0.9451979398727417,0.11031636595726013
2,0.0,0.39929500222206116,2.1039650440216064,0.0,0.298329621553421,2.1284384727478027
3,0.0,0.30602627992630005,1.6286147832870483,0.0,0.6456429958343506,0.26447200775146484
4,0.0,0.5850870013237,1.1164814233779907,0.0,0.4636261463165283,0.8776141405105591
5,0.0,0.27953195571899414,2.405846118927002,0.0,0.1322188377380371,1.1476023197174072
6,0.0,0.10025452077388763,3.4044604301452637,0.0,0.08331440389156342,1.4981176853179932
7,0.0,0.0976666808128357,3.895123243331909,0.0,0.10244707763195038,1.944062352180481
8,0.0,0.06123850494623184,4.030175685882568,0.0,0.004674653522670269,2.0976171493530273
9,0.0,-0.04213757440447807,4.431466102600098,0.0,-0.09080998599529266,2.641425848007202
0,0.5015624761581421,0.7836709022521973,0.3317565321922302,0.0,1.047547459602356,0.1013236939907074
1,0.500781238079071,0.8575224876403809,0.5116337537765503,0.0,0.2822777330875397,0.694247305393219
2,1.0,0.17075762152671814,2.6241631507873535,0.0,0.1220492497086525,1.7550475597381592
3,0.9976562261581421,0.20437045395374298,1.6552989482879639,0.0,0.36798208951950073,0.524478018283844
4,0.9312499761581421,0.32509946823120117,1.7253090143203735,0.0,0.1568908393383026,1.360483169555664
5,1.0,0.10416702181100845,3.3278775215148926,0.0,0.021637212485074997,2.0877623558044434
6,1.0,0.005401745904237032,3.1484739780426025,0.0,-0.029028359800577164,1.924226999282837
7,1.0,-0.06371625512838364,3.1718928813934326,0.0,-0.11076827347278595,2.434885025024414
8,1.0,-0.175266295671463,3.251793622970581,0.0,-0.22081930935382843,1.9890589714050293
9,1.0,-0.1954422891139984,3.374932050704956,0.0,-0.29635322093963623,3.060373544692993
0,0.5953124761581421,0.6189090609550476,0.44562259316444397,0.5,0.9873294830322266,0.1543116271495819
1,0.5,0.9259613752365112,0.263658732175827,0.5,0.8876228332519531,0.19293618202209473
2,0.800000011920929,0.3554266393184662,1.9204403162002563,1.0,0.1607092320919037,1.9529277086257935
3,1.0,0.2144557535648346,2.183964729309082,0.779296875,0.48328447341918945,0.49336740374565125
4,0.784375011920929,0.4417118430137634,1.3032848834991455,1.0,0.3851667642593384,0.7993308305740356
5,0.999218761920929,0.2974560260772705,2.1910061836242676,1.0,0.24912002682685852,0.9796329736709595
6,1.0,0.1438070386648178,2.711042881011963,1.0,0.10342264175415039,1.7513720989227295
7,1.0,0.04979493468999863,3.3121421337127686,1.0,0.07948990166187286,1.9709107875823975
8,1.0,0.018467914313077927,2.930777072906494,1.0,0.06878546625375748,2.065253257751465
9,1.0,-0.04373763129115105,2.9125359058380127,1.0,0.07687324285507202,1.9636907577514648
10,1.0,-0.070440873503685,2.706831455230713,1.0,0.0974801629781723,1.754062294960022
11,1.0,-0.12698887288570404,4.15568208694458,1.0,0.03658325970172882,2.7157411575317383
12,1.0,-0.11604970693588257,5.1378960609436035,1.0,0.02501201443374157,3.179725170135498
13,0.875,0.23421351611614227,5.037947654724121,0.78515625,0.698685348033905,3.032130718231201
14,0.63671875,1.597038745880127,2.655299186706543,0.5078125,2.2123677730560303,0.04402679204940796
15,0.3734374940395355,2.54290771484375,3.3989739418029785,0.283203125,2.171173572540283,0.2329941689968109
16,0.20703125,3.358431339263916,3.268138885498047,0.5,4.076321125030518,2.316084384918213
17,0.20000000298023224,5.033951759338379,2.7606711387634277,0.0546875,5.649764060974121,0.29215186834335327
18,0.20937499403953552,6.120725154876709,3.528669834136963,0.474609375,5.502477645874023,0.7073928713798523
19,0.41093748807907104,4.744802951812744,3.5849666595458984,0.5,3.058000326156616,1.1370034217834473
20,0.4937500059604645,2.1973252296447754,3.8691277503967285,0.5,0.9925626516342163,0.8582544326782227
21,0.567187488079071,0.6441650390625,5.594043254852295,0.740234375,0.35580337047576904,1.9431564807891846
22,0.7421875,0.3914739191532135,6.667665004730225,0.779296875,0.40618962049484253,1.360105037689209
23,0.753125011920929,0.3776894509792328,7.819960117340088,0.8828125,0.22773075103759766,1.8181755542755127
