,GRB,z,P_bolo,P_bolo_err,S_bolo,S_bolo_err,F_beam,F_beam_err,T_lag,T_lag_err,V,V_err,E_peak,E_peak_err_min,E_peak_err_max,T_RT,T_RT_err,mu,mu_err,dL,dL_err,L,L_err,E_iso,E_iso_err,E_gamma,E_gamma_err,E_peak_err,T_lag_i,T_lag_i_err,T_RT_i,T_RT_i_err,V_i,V_i_err,E_peak_i,E_peak_i_err,E_peak_i_err_min,E_peak_i_err_max,_T_lag_i,_T_lag_i_err,_V_i,_V_i_err,_E_peak_i,_E_peak_i_err,_E_peak_i_err_min,_E_peak_i_err_max,_T_RT_i,_T_RT_i_err,log_T_lag_i,log_T_lag_i_err,log_V_i,log_V_i_err,log_E_peak_i,log_E_peak_i_err,log_E_peak_i_err_min,log_E_peak_i_err_max,log_T_RT_i,log_T_RT_i_err,log_L,log_L_err,log_E_iso,log_E_iso_err,log_E_gamma,log_E_gamma_err
65,60605,3.8,8.56e-08,1.36e-08,1.58e-06,1.24e-07,0.000823,5.14e-05,,,-0.013,0.068,90.0,12.0,91.0,1.22,0.72,45.81377029418945,1.5043652057647705,4.4890038778044695e+28,3.109918050405517e+28,2.1676221979020747e+51,3.02307608687636e+51,8.335385204160042e+51,6.267103470679422e+50,6.860022023023714e+48,6.705158547752395e+47,51.5,,,0.25416666666666665,0.15,-0.0624,0.3264,432.0,247.2,57.599999999999994,436.8,,,-3.1199999999999997,16.32,1.44,0.824,0.19199999999999998,1.456,2.5416666666666665,1.4999999999999998,,,,2.2716942130323945,0.15836249209524964,0.24851295353352743,0.05790593092043357,0.4391199761466213,0.405118593299161,0.256304940139624,51.33598358982929,0.6056891575362021,51.920925674730974,0.0326531814447448,48.836325509943244,0.04244903803226785
66,060607A,3.08,2.66e-07,1.5e-08,6.33e-06,1.69e-07,,,1.98,0.11,0.025,0.008,120.0,17.0,190.0,1.23,0.68,45.89568328857422,1.552221655845642,4.661573963904959e+28,3.332207227404476e+28,7.263679270127303e+51,1.039258674280837e+52,4.236610808262e+52,2.5456672203978074e+51,,,103.5,0.4852941176470588,0.02696078431372549,0.3014705882352941,0.16666666666666669,0.10200000000000001,0.03264,489.6,422.28000000000003,69.36,775.2,4.852941176470588,0.2696078431372549,5.1000000000000005,1.6320000000000001,1.6320000000000001,1.4076000000000002,0.2312,2.584,3.0147058823529407,1.6666666666666667,0.6860050271716511,0.024127471216847322,0.7075701760979364,0.13897423420904056,0.21272015441784237,0.3745789906415547,0.061525051602960665,0.6876329296801487,0.4792449483495179,0.2400977623530173,51.86115665953711,0.6213714712961798,52.62701856983352,0.02609560511021541,,
67,60707,3.43,1.53e-07,2.12e-08,3.41e-06,1.96e-07,,,,,0.05,0.054,63.0,6.0,13.0,,,45.842308044433594,1.5380195379257202,4.548388267585121e+28,3.2215514187336284e+28,3.9775564879268875e+51,5.661371337783099e+51,2.0011312683619835e+52,1.2729383589752488e+51,,,9.5,,,,,0.2215,0.23922,279.09,42.084999999999994,26.58,57.589999999999996,,,11.075,11.960999999999999,0.9302999999999999,0.14028333333333332,0.0886,0.19196666666666665,,,,,1.0443437348951072,0.4690380404555119,-0.03137697904301121,0.06548885044572846,0.04136137922888113,0.08961632166257577,,,51.59961635606739,0.618143913095226,52.30127557801922,0.027625879113789855,,
68,60714,2.71,2.3e-07,1.42e-08,6.88e-06,2.47e-07,,,,,0.125,0.022,103.0,16.0,21.0,,,45.47408676147461,1.4985864162445068,3.838957233293581e+28,2.6493586274204413e+28,4.2595551745143954e+51,5.885125875672818e+51,3.4344005157223765e+52,1.585238722242692e+51,,,18.5,,,,,0.46375,0.08162,382.13,68.635,59.36,77.91,,,23.1875,4.0809999999999995,1.2737666666666667,0.22878333333333334,0.19786666666666666,0.2597,,,,,1.365253926959121,0.07643582881497231,0.10508987960055566,0.07800434869136076,0.06746322048982552,0.08854547689289599,,,51.62936424808379,0.6000339444839159,52.535850940686665,0.020046014622279867,,
69,60729,0.54,1.93e-07,1.3e-08,6.43e-06,3.16e-07,,,,,0.092,0.041,61.0,9.0,9.0,,,42.462528228759766,1.2990095615386963,9.591832087175252e+27,5.737987523723602e+27,2.231363413945667e+50,2.673902109673137e+50,4.8272884569243794e+51,1.735016803010663e+50,,,9.0,,,,,0.14168,0.06314,93.94,13.86,13.86,13.86,,,7.084,3.157,0.3131333333333333,0.0462,0.0462,0.0462,,,,,0.8502785525180371,0.1935442799786231,-0.5042706988724324,0.064076235034906,0.064076235034906,0.064076235034906,,,50.348570307988034,0.5204266253192154,51.68370325106802,0.015609347365105181,,
70,60814,0.84,1.83e-06,4.44e-08,4.94e-05,4.91e-07,,,0.29,0.03,0.04,0.003,257.0,35.0,74.0,1.65,0.24,43.73891067504883,1.3115651607513428,1.7265456146976236e+28,1.042830232040514e+28,6.855151658061963e+51,8.282666941457947e+51,1.0057154071877553e+53,4.5006941007373777e+51,,,54.5,0.15760869565217392,0.016304347826086956,0.8967391304347826,0.13043478260869565,0.0736,0.00552,472.87999999999994,100.27999999999999,64.39999999999999,136.16,1.576086956521739,0.16304347826086954,3.6799999999999997,0.27599999999999997,1.5762666666666665,0.3342666666666666,0.21466666666666664,0.45386666666666664,8.967391304347826,1.3043478260869563,0.1975801748894196,0.0449270153693019,0.5658478186735176,0.03257208614274388,0.19762969162116853,0.09209746795224599,0.05914516290511211,0.1250497729993799,0.9526661212043698,0.0631701064586548,51.836017067226315,0.524731869919654,53.00247510341,0.019435186124376985,,
71,060904B,0.7,4.37e-07,2.28e-08,4.05e-06,2.17e-07,,,0.36,0.09,0.003,0.008,80.0,12.0,770.0,1.0,0.16,43.67863845825195,1.3640573024749756,1.6792819246581994e+28,1.054877217046721e+28,1.5485974070360515e+51,1.947246777771051e+51,8.442346881809139e+51,1.1454931517677896e+51,,,391.0,0.21176470588235294,0.052941176470588235,0.5882352941176471,0.09411764705882353,0.0051,0.0136,136.0,664.6999999999999,20.4,1309.0,2.1176470588235294,0.5294117647058824,0.255,0.6799999999999999,0.4533333333333333,2.2156666666666665,0.06799999999999999,4.363333333333333,5.88235294117647,0.9411764705882353,0.3258535793890133,0.10857362047581294,-0.5934598195660448,1.1581186184086711,-0.34358234634944496,2.122614280302143,0.06514417228548776,4.180084388318798,0.769551078621726,0.0694871171045203,51.18993852774756,0.5460932109581967,51.92646319261353,0.05892690289031433,,
72,60908,2.43,6.69e-07,3.36e-08,7.68e-06,1.85e-07,,,0.26,0.06,0.061,0.008,151.0,25.0,112.0,0.52,0.09,45.434547424316406,1.4874207973480225,3.7696879955231424e+28,2.5821706504221264e+28,1.1946668006325578e+52,1.637751401970131e+52,3.998414163630519e+52,4.7723175099736264e+51,,,68.5,0.07580174927113703,0.017492711370262388,0.15160349854227406,0.026239067055393583,0.20923,0.027440000000000003,517.9300000000001,234.955,85.75,384.16,0.7580174927113703,0.17492711370262387,10.4615,1.372,1.7264333333333335,0.7831833333333333,0.28583333333333333,1.2805333333333335,1.5160349854227406,0.26239067055393583,-0.12032077207195249,0.100221803516135,1.0195939593895562,0.056956653364360905,0.23714981261627754,0.19701438417465394,0.07190305991775692,0.322125708431551,0.18070922359202868,0.07516635263710125,52.07724679497074,0.5953680107527368,52.601887777191656,0.05183532959952106,,
73,60926,3.21,1.56e-07,1.22e-08,5.47e-07,3.8e-08,,,1.03,0.11,0.148,0.05,20.0,11.0,11.0,,,45.766563415527344,1.4891104698181152,4.392467985588738e+28,3.0121819816896462e+28,3.782262545187764e+51,5.19588042733695e+51,3.1501577626799855e+51,1.233753991788453e+51,,,11.0,0.24465558194774348,0.026128266033254157,,,0.62308,0.21050000000000002,84.2,46.31,46.31,46.31,2.446555819477435,0.26128266033254155,31.153999999999996,10.525,0.2806666666666667,0.15436666666666668,0.15436666666666668,0.15436666666666668,,,0.38855512886950394,0.046380964086755044,1.4935138155666445,0.1467211087510986,-0.5518091632200128,0.23886196504678847,0.23886196504678847,0.23886196504678847,,,51.57775167204176,0.5966117294243848,51.498332304185055,0.17009070371256405,,
74,60927,5.6,4.02e-07,1.54e-08,2.37e-06,8.67e-08,,,0.12,0.04,0.094,0.01,72.0,7.0,15.0,0.46,0.12,45.938907623291016,1.4633984565734863,4.755294806591446e+28,3.2046877731539205e+28,1.1423279679330716e+52,1.5402968487100858e+52,1.0203969862812378e+52,2.3337001333652556e+51,,,11.0,0.01818181818181818,0.0060606060606060615,0.0696969696969697,0.01818181818181818,0.6204,0.066,475.2,72.6,46.199999999999996,99.0,0.1818181818181818,0.060606060606060615,31.019999999999996,3.3000000000000003,1.5839999999999999,0.242,0.154,0.33,0.696969696969697,0.1818181818181818,-0.7403626894942439,0.14476482730108398,1.491641793477586,0.046201540628005515,0.19975517725347464,0.06635054584633014,0.04222307462948281,0.09047801706317747,-0.15678610386029457,0.11329421267041348,52.05779080987723,0.5855957664226173,52.00876916726099,0.09932537080799186,,
75,61007,1.26,7.2e-06,1.11e-07,0.000224,1.72e-06,,,0.11,0.01,0.066,0.003,399.0,11.0,12.0,0.38,0.02,45.027076721191406,1.3989979028701782,3.124721142658513e+28,2.013140165389992e+28,8.834152507462419e+52,1.1383838308769712e+53,1.216107523151169e+54,5.036825533431997e+52,,,11.5,0.04867256637168142,0.004424778761061948,0.168141592920354,0.008849557522123895,0.14916,0.00678,901.7399999999999,25.99,24.86,27.119999999999997,0.4867256637168142,0.044247787610619475,7.457999999999999,0.33899999999999997,3.0058,0.08663333333333333,0.08286666666666666,0.0904,1.6814159292035398,0.08849557522123895,-0.31271575398917584,0.039481316536659254,0.8726223790252884,0.019740658268329627,0.47796008011448665,0.012517259503477181,0.011973030829412956,0.013061488177541406,0.22567515746940922,0.022857604310697468,52.94616489238419,0.5596392134051648,54.08497197513968,0.017987435270614676,,
76,061110A,0.76,9.79e-08,1.35e-08,2.71e-06,1.18e-07,,,,,-0.038,0.05,90.0,13.0,13.0,,,43.47280502319336,1.3281002044677734,1.5274145606678317e+28,9.341862145887942e+27,2.8701619889724574e+50,3.533093470735483e+50,4.514195253804532e+51,1.996067568286537e+50,,,13.0,,,,,-0.06688,0.08800000000000001,158.4,22.88,22.88,22.88,,,-3.344,4.4,0.528,0.07626666666666666,0.07626666666666666,0.07626666666666666,,,,,,0.5714401077674367,-0.27736607746618774,0.06273142516380303,0.06273142516380303,0.06273142516380303,,,50.45790640855684,0.5346050168193321,51.654580339813954,0.019203447827877713,,
77,061110B,3.44,1.79e-07,2.66e-08,6.12e-06,3.38e-07,,,0.24,0.36,0.155,0.064,517.0,53.0,53.0,0.79,0.64,45.63408279418945,1.509743094444275,4.132496368165773e+28,2.8731692962399607e+28,3.841385176361961e+51,5.3719572330411234e+51,2.958034787776839e+52,1.2039983747359342e+51,,,53.0,0.05405405405405406,0.08108108108108109,0.17792792792792794,0.14414414414414417,0.6881999999999999,0.28415999999999997,2295.4799999999996,235.31999999999996,235.31999999999996,235.31999999999996,0.5405405405405406,0.8108108108108109,34.41,14.207999999999998,7.651599999999998,0.7843999999999999,0.7843999999999999,0.7843999999999999,1.7792792792792793,1.4414414414414416,-0.2671717284030138,0.6514417228548777,1.53668467262093,0.17932159252779428,0.8837522584888998,0.04452148460516894,0.04452148460516894,0.04452148460516894,0.2502441211758216,0.35183350432668503,51.58448785613203,0.6073359676832858,52.47100327718308,0.01767693377133291,,
78,61121,1.31,8.04e-06,1.07e-07,6.53e-05,5.76e-07,,,0.03,0.01,0.05,0.003,606.0,44.0,55.0,0.98,0.19,44.66891860961914,1.3807014226913452,2.649595903510723e+28,1.6847097929968076e+28,7.092922262639638e+52,9.020371699178535e+52,2.4938501418791776e+53,3.9048029256534506e+52,,,49.5,0.012987012987012986,0.004329004329004329,0.4242424242424242,0.08225108225108226,0.1155,0.00693,1399.8600000000001,114.345,101.64,127.05,0.12987012987012986,0.04329004329004329,5.775,0.34650000000000003,4.666200000000001,0.38115,0.3388,0.4235,4.242424242424241,0.8225108225108225,-0.8864907251724818,0.14476482730108392,0.7615519885641819,0.026057668914195108,0.6689633493387681,0.03547454926437452,0.03153293267944402,0.039416165849305025,0.6276140958003504,0.08419995057307945,52.850825200072464,0.5523108119066845,53.39687035270694,0.06800065228671336,,
79,061222B,3.36,2.29e-07,3.15e-08,5.01e-06,2.49e-07,,,,,0.024,0.043,49.0,8.0,8.0,,,45.75022888183594,1.5173805952072144,4.3595503524505725e+28,3.046364798211239e+28,5.469262178791882e+51,7.680551910438427e+51,2.7443815868502196e+52,1.7542315146165e+51,,,8.0,,,,,0.10463999999999998,0.18747999999999995,213.64,34.879999999999995,34.879999999999995,34.879999999999995,,,5.231999999999999,9.373999999999997,0.7121333333333333,0.11626666666666666,0.11626666666666666,0.11626666666666666,,,,,0.7186677353162108,0.7781109467433259,-0.14743868542256278,0.07090522153522479,0.07090522153522479,0.07090522153522479,,,51.73792874255062,0.6098850637677239,52.43844449680939,0.027760464158088277,,
80,70110,2.35,1.12e-07,1.36e-08,4.04e-06,1.64e-07,,,,,-0.01,0.031,110.0,30.0,30.0,,,45.43492126464844,1.5336003303527832,3.770337040255087e+28,2.662796959858514e+28,2.000728856480561e+51,2.8364491770190358e+51,2.154302926487598e+52,8.439380718545304e+50,,,30.0,,,,,-0.0335,0.10385,368.5,100.5,100.5,100.5,,,-1.675,5.1925,1.2283333333333333,0.335,0.335,0.335,,,,,,1.3463128939000806,0.08931623747540782,0.11844394960997778,0.11844394960997778,0.11844394960997778,,,51.30118823600591,0.6157027334255154,52.33330677140949,0.017013282726773594,,
81,70208,1.17,1.39e-07,2.06e-08,1.06e-06,1.46e-07,,,,,0.083,0.211,51.0,10.0,10.0,,,44.58571243286133,1.3706691265106201,2.549989594770147e+28,1.6095954040942174e+28,1.1357989971140679e+51,1.4437164874895104e+51,3.9914694723366776e+51,6.646907308170511e+50,,,10.0,,,,,0.18011,0.45786999999999994,110.67,21.7,21.7,21.7,,,9.0055,22.893499999999996,0.3689,0.07233333333333333,0.07233333333333333,0.07233333333333333,,,,,0.9545078305606222,1.1040498274889894,-0.43309134477319655,0.08515578076534348,0.08515578076534348,0.08515578076534348,,,51.05530148087498,0.5520326268490887,51.60113281203713,0.07232211559345625,,
82,70318,0.84,4.1e-07,2.12e-08,7.34e-06,2.01e-07,,,,,0.037,0.008,154.0,19.0,19.0,0.72,0.24,44.139923095703125,1.3207008838653564,2.0767324109810373e+28,1.2630795209345957e+28,2.222054990494205e+51,2.7053718634398462e+51,2.1619676074002473e+52,1.4693564073366663e+51,,,19.0,,,0.391304347826087,0.13043478260869565,0.06807999999999999,0.014719999999999999,283.35999999999996,34.959999999999994,34.959999999999994,34.959999999999994,,,3.4039999999999995,0.7359999999999999,0.9445333333333332,0.11653333333333331,0.11653333333333331,0.11653333333333331,3.9130434782608696,1.3043478260869563,,,0.5319895514125502,0.09390150960070309,-0.024782710873662954,0.05358178672832327,0.05358178672832327,0.05358178672832327,0.5925146734217319,0.14476482730108392,51.34675480247734,0.5287574235626492,52.334849182664136,0.029516324734525153,,
83,70411,2.95,1.5e-07,1.31e-08,6.29e-06,2.19e-07,,,,,0.041,0.029,83.0,11.0,11.0,,,45.816139221191406,1.501955270767212,4.493903744415387e+28,3.108325201676785e+28,3.806700025473296e+51,5.2764894997794326e+51,4.04120559666279e+52,1.333588218182857e+51,,,11.0,,,,,0.16195,0.11455000000000001,327.85,43.45,43.45,43.45,,,8.0975,5.727500000000001,1.0928333333333333,0.14483333333333334,0.14483333333333334,0.14483333333333334,,,,,0.9083509566822145,0.3071839018340074,0.03855393328287169,0.05755710001127434,0.05755710001127434,0.05755710001127434,,,51.5805486550086,0.6019781590985077,52.606510945771724,0.014331614426305869,,
84,70506,2.31,1.67e-07,1.38e-08,5.16e-07,3.43e-08,,,2.52,0.04,0.01,0.03,31.0,3.0,2.0,0.12,0.06,45.4884033203125,1.4732509851455688,3.8643511706150388e+28,2.621796686942621e+28,3.133859390747685e+51,4.2602567066889185e+51,2.925396540379915e+51,1.2862471620519e+51,,,2.5,0.7613293051359517,0.012084592145015106,0.036253776435045314,0.018126888217522657,0.033100000000000004,0.0993,102.61,8.275,9.93,6.62,7.613293051359516,0.12084592145015105,1.6550000000000002,4.965,0.34203333333333336,0.027583333333333335,0.0331,0.02206666666666667,0.3625377643504531,0.18126888217522655,0.8815725470058253,0.00689356320481352,0.21879799811173758,1.3028834457097551,-0.465931567109671,0.03502374854058482,0.04202849824870178,0.028018998832467855,-0.440646747728094,0.2171472409516259,51.496079506748934,0.5903921486295178,51.46618474345285,0.19095190588087327,,
85,70508,0.82,7.67e-06,1.18e-07,7.26e-05,6.15e-07,,,0.04,0.01,0.106,0.003,233.0,7.0,7.0,0.2,0.01,43.68924331665039,1.3885754346847534,1.6875031223027937e+28,1.0790951666318813e+28,2.744696939720461e+52,3.510516155136387e+52,1.4274610500716757e+53,1.9287577959023734e+52,,,7.0,0.02197802197802198,0.005494505494505495,0.1098901098901099,0.005494505494505495,0.19291999999999998,0.00546,424.05999999999995,12.739999999999998,12.739999999999998,12.739999999999998,0.21978021978021978,0.054945054945054944,9.645999999999999,0.27299999999999996,1.413533333333333,0.04246666666666666,0.04246666666666666,0.04246666666666666,1.098901098901099,0.054945054945054944,-0.6580113966571124,0.10857362047581294,0.9843472575858638,0.012291353261412785,0.15030605429143123,0.013047473705247907,0.013047473705247907,0.013047473705247907,0.04095860767890644,0.021714724095162587,52.438494398085496,0.5554703591294229,53.15456426685153,0.0586810314471431,,
86,70521,0.55,2.09e-06,5.26e-08,2.97e-05,4e-07,,,0.04,0.01,0.116,0.004,222.0,12.0,16.0,0.58,0.06,42.632450103759766,1.2808693647384644,1.037255968467412e+28,6.118380263915055e+27,2.8257129053354038e+51,3.33432061380865e+51,2.59063661949256e+52,2.150825389723134e+51,,,14.0,0.025806451612903226,0.0064516129032258064,0.37419354838709673,0.038709677419354833,0.17980000000000002,0.006200000000000001,344.1,21.7,18.6,24.8,0.25806451612903225,0.06451612903225806,8.99,0.31000000000000005,1.147,0.07233333333333333,0.062000000000000006,0.08266666666666667,3.741935483870967,0.3870967741935483,-0.5882717068423291,0.10857362047581294,0.9537596917332287,0.014975671789767305,0.059563417901267686,0.02738794030020507,0.023475377400175773,0.031300503200234364,0.5730962953926457,0.0449270153693019,51.451128035091315,0.5124643203275026,52.41340650012718,0.036056450034939014,,
87,70529,2.5,3.32e-07,5.08e-08,7.44e-06,4.31e-07,,,,,0.17,0.091,180.0,52.0,52.0,,,45.75075149536133,1.5666605234146118,4.360599702265023e+28,3.1460585831131967e+28,7.933053612795036e+51,1.1511160549469217e+52,5.079338974113172e+52,3.273200723353115e+51,,,52.0,,,,,0.5950000000000001,0.3185,630.0,182.0,182.0,182.0,,,29.750000000000004,15.925,2.1,0.6066666666666667,0.6066666666666667,0.6066666666666667,,,,,1.4734869700645685,0.2324752814893877,0.3222192947339193,0.12546285032760607,0.12546285032760607,0.12546285032760607,,,51.89944038932492,0.6301777034348713,52.70580719681649,0.027986575016135495,,
88,70611,2.04,1.45e-07,2.25e-08,9.52e-07,8.44e-08,,,,,0.053,0.08,92.0,30.0,30.0,,,45.281803131103516,1.5107144117355347,3.5136342184689414e+28,2.444469396961227e+28,2.2495257153776158e+51,3.149437555652422e+51,4.858322325407191e+51,1.0317042054319346e+51,,,30.0,,,,,0.16111999999999999,0.2432,279.68,91.2,91.2,91.2,,,8.056,12.16,0.9322666666666667,0.304,0.304,0.304,,,,,0.9061194575455616,0.6555388406086821,-0.030459843765353416,0.14161776583801688,0.14161776583801688,0.14161776583801688,,,51.35209096215274,0.6080318807509653,51.68648632469348,0.09222596060213327,,
89,070612A,0.62,2.77e-07,4.24e-08,2.72e-05,9.37e-07,,,,,0.032,0.023,87.0,17.0,17.0,2.49,1.48,42.77592086791992,1.2586063146591187,1.1081029098162246e+28,6.422671149192888e+27,4.274150631632908e+50,4.997685351950432e+50,2.5907406779073646e+52,3.0597931905591453e+50,,,17.0,,,1.537037037037037,0.9135802469135802,0.051840000000000004,0.03726,140.94,27.540000000000003,27.540000000000003,27.540000000000003,,,2.592,1.863,0.4698,0.0918,0.0918,0.0918,15.370370370370368,9.135802469135802,,,0.41363499719855573,0.31214915886796224,-0.328086987558413,0.08486214014201472,0.08486214014201472,0.08486214014201472,1.1866843325531053,0.2581348727778364,50.63084982370877,0.5078125124035632,52.41342394413589,0.005129233156204361,,
90,070714B,0.92,3.24e-06,1.46e-07,8.91e-06,6.77e-07,,,0.03,0.01,0.164,0.021,1120.0,230.0,473.0,0.45,0.04,44.07541275024414,1.3831801414489746,2.015944036697022e+28,1.2841119903766043e+28,1.6546716184445055e+52,2.109297098482552e+52,2.3699723701679115e+52,1.0998566581849046e+52,,,351.5,0.015625,0.005208333333333334,0.23437500000000003,0.020833333333333336,0.31488,0.04032,2150.4,674.88,441.59999999999997,908.16,0.15625,0.052083333333333336,15.744,2.016,7.168,2.2496,1.472,3.0272,2.34375,0.20833333333333334,-0.8061799739838872,0.14476482730108392,1.1971150810872664,0.05561087878029444,0.8553979966540688,0.13629866999017232,0.08918547396227493,0.18341186601806975,0.36991128507179405,0.03860395394695571,52.21871181778062,0.5536180595317529,52.37474328290734,0.20154736128860984,,
91,70802,2.45,6.38e-08,9.69e-09,6.5e-07,7.05e-08,,,,,-0.156,0.15,70.0,25.0,25.0,,,45.844581604003906,1.5200837850570679,4.553152982585153e+28,3.187318424761268e+28,1.6620918800121507e+51,2.3406625334845048e+51,4.908271873190214e+51,6.7651661791459216e+50,,,25.0,,,,,-0.5382,0.5175,241.5,86.25,86.25,86.25,,,-26.91,25.874999999999996,0.805,0.2875,0.2875,0.2875,,,,,,0.4175908479838959,-0.09420411963213146,0.15510517210830418,0.15510517210830418,0.15510517210830418,,,51.22065502779908,0.6116008594438078,51.6909286106475,0.05985964951961654,,
92,070810A,2.17,2.77e-07,1.77e-08,1.59e-06,8.43e-08,,,1.09,0.23,-0.006,0.015,44.0,9.0,9.0,0.73,0.22,45.358863830566406,1.5234571695327759,3.6405641477177437e+28,2.5541395449828067e+28,4.613462647855893e+51,6.480116295044187e+51,8.353819779397179e+51,2.043541605623786e+51,,,9.0,0.3438485804416404,0.07255520504731862,0.2302839116719243,0.0694006309148265,-0.01902,0.047549999999999995,139.48,28.53,28.53,28.53,3.4384858044164037,0.7255520504731862,-0.951,2.3774999999999995,0.4649333333333333,0.0951,0.0951,0.0951,2.302839116719243,0.6940063091482649,0.5363672357228721,0.09164012003463111,,1.0857362047581294,-0.3326093160157235,0.08883296220748334,0.08883296220748334,0.08883296220748334,0.3622635979027044,0.1308832685187882,51.66402700876737,0.6100144216702331,51.92188510180562,0.10623868676828989,,
93,71003,1.1,4.71e-06,1.82e-07,6.73e-05,1.48e-06,,,0.38,0.05,0.072,0.007,799.0,61.0,75.0,0.88,0.07,44.59706115722656,1.3384424448013306,2.563351442167777e+28,1.5799870889929297e+28,3.889081796697981e+52,4.796624364939155e+52,2.6461955810107585e+53,2.2833487831361994e+52,,,68.0,0.18095238095238095,0.023809523809523808,0.41904761904761906,0.03333333333333333,0.1512,0.014700000000000001,1677.9,142.8,128.1,157.5,1.8095238095238093,0.23809523809523808,7.56,0.7350000000000001,5.593,0.47600000000000003,0.427,0.525,4.190476190476191,0.3333333333333333,0.2575643018828908,0.057144010776743664,0.8785217955012066,0.04222307462948282,0.7476448193282482,0.036961232502404406,0.03315639974480395,0.04076606526000486,0.6222633774162494,0.034546151969576847,52.589847077495875,0.5356399279707764,53.42262193985704,0.03747439470811075,,
94,071010A,0.98,1.17e-07,2.67e-08,4.97e-07,6.05e-08,,,,,-0.076,0.153,27.0,10.0,10.0,,,44.46356964111328,1.3413968086242676,2.410515064507869e+28,1.4890620762673638e+28,8.543098735238547e+50,1.0733304375978913e+51,1.8328239969841827e+51,5.356499810590389e+50,,,10.0,,,,,-0.15048,0.30294,53.46,19.8,19.8,19.8,,,-7.524,15.146999999999998,0.1782,0.066,0.066,0.066,,,,,,0.8743033648841778,-0.7490923002991441,0.1608498081123155,0.1608498081123155,0.1608498081123155,,,50.93161542566783,0.545635138670267,51.26312076239347,0.12692426080643987,,
95,071010B,0.95,9.2e-07,2.18e-08,8.37e-06,1.16e-07,,,0.84,0.04,0.01,0.003,52.0,8.0,6.0,1.21,0.03,44.320194244384766,1.3947200775146484,2.2564970526830508e+28,1.4493307538412525e+28,5.886636684807382e+51,7.563169603037409e+51,2.7464408613064546e+52,3.878114503399796e+51,,,7.0,0.43076923076923074,0.020512820512820513,0.6205128205128205,0.015384615384615384,0.0195,0.00585,101.39999999999999,13.65,15.6,11.7,4.3076923076923075,0.20512820512820512,0.975,0.2925,0.33799999999999997,0.0455,0.052,0.039,6.205128205128205,0.15384615384615383,0.6342446746993636,0.020680689614440563,-0.010995384301463193,0.13028834457097555,-0.4710832997223453,0.058462718717745436,0.06681453567742335,0.05011090175806752,0.7927507589539321,0.010767631782725249,51.76986723257582,0.557982936635919,52.438770251861,0.061324594778069355,,
96,71031,2.69,7.08e-08,8.61e-09,2.19e-06,1.92e-07,,,,,-0.038,0.108,24.0,7.0,7.0,,,45.49602127075195,1.5357651710510254,3.877931879219044e+28,2.742651801475015e+28,1.337961058618912e+51,1.8995167676014722e+51,1.121574081107673e+52,5.1386637241161434e+50,,,7.0,,,,,-0.14021999999999998,0.39852,88.56,25.83,25.83,25.83,,,-7.010999999999999,19.926,0.2952,0.0861,0.0861,0.0861,,,,,,1.234310632777663,-0.529883646848996,0.12666922388844842,0.12666922388844842,0.12666922388844842,,,51.12644347346691,0.6165722426208439,52.049827964458196,0.019897867981542708,,
97,71117,1.33,2.71e-06,5.83e-08,7.97e-06,2.02e-07,,,0.6,0.01,0.009,0.003,278.0,48.0,143.0,0.2,0.02,44.87616729736328,1.3934165239334106,2.9149383982917756e+28,1.8704927185018134e+28,2.89359614587901e+52,3.714116828904192e+52,3.6523385462609807e+52,1.5941284227025748e+52,,,95.5,0.2575107296137339,0.004291845493562232,0.08583690987124463,0.008583690987124463,0.02097,0.0069900000000000006,647.74,222.51500000000001,111.84,333.19,2.5751072961373387,0.04291845493562232,1.0485,0.34950000000000003,2.1591333333333336,0.7417166666666667,0.3728,1.1106333333333334,0.8583690987124463,0.08583690987124463,0.41079532935762464,0.007238241365054197,0.020568434801362646,0.14476482730108395,0.33427946222443283,0.14919109000633288,0.07498609759480607,0.22339608241785971,-0.06632592536203782,0.04342944819032518,52.461437917296074,0.557444910283807,52.56257102679176,0.18955558710011006,,
98,71122,1.14,6.76e-08,2.06e-08,1.41e-06,1.63e-07,,,,,0.391,0.392,73.0,30.0,30.0,,,44.804779052734375,1.4750969409942627,2.8206664458321756e+28,1.9160991535412126e+28,6.75865105261302e+50,9.410547244099382e+50,6.587470265017116e+51,4.306346754842176e+50,,,30.0,,,,,0.8367399999999999,0.83888,156.21999999999997,64.19999999999999,64.19999999999999,64.19999999999999,,,41.836999999999996,41.943999999999996,0.5207333333333333,0.21399999999999997,0.21399999999999997,0.21399999999999997,,,,,1.6215605350810764,0.4354052094784519,-0.28338462125001573,0.1784771843438021,0.1784771843438021,0.1784771843438021,,,50.82986002451174,0.6046988826597468,51.8187186678763,0.028390604550001305,,
