epoch,d_acc,d_loss,g_loss,val_d_acc,val_d_loss,val_g_loss
7,0.75,-2.1104307174682617,0.4688054025173187,0.5,0.5791207551956177,0.37705522775650024
8,0.5833333134651184,-3.856717109680176,0.4291130006313324,0.5,0.5618643760681152,0.39378678798675537
9,0.5,-5.717188358306885,0.3816358149051666,0.5,0.6249807476997375,0.3378169536590576
0,1.0,0.5352630019187927,0.6347265839576721,1.0,0.46368032693862915,0.6720577478408813
1,1.0,0.45298290252685547,0.6410458087921143,1.0,0.42862725257873535,0.6570757627487183
2,1.0,0.4259399473667145,0.6035931706428528,1.0,0.43270331621170044,0.6065738797187805
3,1.0,0.40789321064949036,0.601813018321991,1.0,0.4439769387245178,0.566110372543335
4,1.0,0.4041458070278168,0.5705055594444275,1.0,0.4439932107925415,0.5538325309753418
5,1.0,0.38627931475639343,0.5598423480987549,1.0,0.4368667006492615,0.5573639869689941
6,1.0,0.39285823702812195,0.5385050177574158,1.0,0.4546349346637726,0.526972770690918
7,1.0,0.4062589108943939,0.537139892578125,1.0,0.46898943185806274,0.5056019425392151
8,1.0,0.40433695912361145,0.5277881622314453,0.75,0.5113052129745483,0.45173102617263794
9,0.9166666865348816,0.3859056532382965,0.5212469100952148,0.75,0.4970715343952179,0.46661463379859924
0,0.5,0.5976660847663879,0.754517138004303,1.0,0.5551828742027283,0.6840904951095581
1,1.0,0.5553078055381775,0.658515453338623,1.0,0.47845011949539185,0.7205787301063538
2,1.0,0.5170914530754089,0.6290364861488342,0.75,0.6018120050430298,0.4670869708061218
3,0.9166666865348816,0.48548343777656555,0.5878012776374817,0.75,0.586704432964325,0.46005508303642273
4,1.0,0.481774240732193,0.561234176158905,1.0,0.5054738521575928,0.5228475332260132
5,0.8333333134651184,0.48879560828208923,0.5070875287055969,0.75,0.509358823299408,0.5046927332878113
6,0.6666666865348816,0.5173068046569824,0.4721047878265381,0.5,0.550722599029541,0.4395785331726074
7,0.5833333134651184,0.5233491659164429,0.4544588327407837,0.5,0.5849133133888245,0.40314632654190063
8,0.5,0.5654709339141846,0.40235552191734314,0.5,0.6024667024612427,0.3775615096092224
9,0.5,0.5621161460876465,0.4033449590206146,0.5,0.6990165114402771,0.29743990302085876
0,0.875781238079071,0.4043459892272949,0.6916296482086182,1.0,0.2647566497325897,0.9368635416030884
1,1.0,0.21141107380390167,1.1390480995178223,1.0,0.15764422714710236,1.3817464113235474
2,1.0,0.06988757103681564,1.8482372760772705,1.0,0.07595261186361313,2.0041255950927734
3,1.0,-0.005307063926011324,2.6741864681243896,1.0,0.036091990768909454,2.732647180557251
4,1.0,0.028001848608255386,3.1232552528381348,1.0,0.16394095122814178,1.822914481163025
5,0.992968738079071,0.21274089813232422,2.3836522102355957,1.0,0.22351685166358948,2.316603183746338
6,0.96484375,0.26562029123306274,2.4064149856567383,1.0,0.24552282691001892,1.6212542057037354
7,1.0,0.19456514716148376,2.7266504764556885,1.0,0.12122781574726105,2.7973785400390625
8,1.0,0.10831954330205917,2.935067892074585,1.0,0.06636548042297363,3.3495078086853027
9,1.0,0.07111705094575882,3.000805377960205,1.0,0.08855406194925308,2.3801026344299316
0,0.969531238079071,0.3759685158729553,0.6881001591682434,1.0,0.3043486475944519,0.8554105758666992
1,1.0,0.22852802276611328,1.2226958274841309,1.0,0.15807534754276276,1.5437371730804443
2,1.0,0.12027519941329956,2.098893642425537,1.0,0.13421712815761566,2.043757915496826
3,1.0,0.20738771557807922,2.3010945320129395,0.996874988079071,0.28034862875938416,1.4833687543869019
4,1.0,0.20716245472431183,2.7058448791503906,1.0,0.15392747521400452,4.407877445220947
5,1.0,0.11148259788751602,3.0441479682922363,1.0,0.07685995101928711,2.7217166423797607
6,1.0,0.07407646626234055,2.901689052581787,1.0,0.09119896590709686,2.463798999786377
7,1.0,0.15431228280067444,2.103219985961914,0.987500011920929,0.2981749475002289,1.1272263526916504
8,0.996874988079071,0.25384894013404846,1.3373886346817017,1.0,0.17121350765228271,1.6836674213409424
9,1.0,0.09848202764987946,2.127774715423584,1.0,0.09665301442146301,2.1933839321136475
0,0.6875,0.6431955695152283,0.4893124997615814,1.0,0.37200677394866943,0.7932507991790771
1,1.0,0.33683302998542786,1.045381784439087,1.0,0.24058771133422852,1.1424939632415771
2,1.0,0.11976949870586395,1.8705480098724365,1.0,0.09711650758981705,1.8401515483856201
3,1.0,0.03870689123868942,2.2037506103515625,1.0,0.06812028586864471,2.118560314178467
4,1.0,0.0011603832244873047,2.4488816261291504,1.0,0.04999132826924324,2.4069104194641113
5,1.0,-0.0007832361152395606,2.820281505584717,1.0,0.04120712727308273,2.750755548477173
6,1.0,0.11189355701208115,2.6456828117370605,1.0,0.3756871223449707,1.0121080875396729
7,0.639843761920929,0.4356558918952942,1.902549386024475,1.0,0.42321258783340454,1.2274709939956665
8,0.703125,0.36549004912376404,1.9867340326309204,1.0,0.24623718857765198,2.301239490509033
9,1.0,0.1865222454071045,2.3921992778778076,1.0,0.1340971142053604,3.056044101715088
10,1.0,0.14871340990066528,2.250210762023926,1.0,0.17068928480148315,2.117992639541626
11,0.99609375,0.2761376202106476,1.4927624464035034,1.0,0.38334354758262634,0.9742146730422974
12,0.9859374761581421,0.430199533700943,0.9077770113945007,1.0,0.4071570038795471,0.9369703531265259
13,1.0,0.2942243218421936,1.1548511981964111,1.0,0.2276972532272339,1.3149783611297607
14,1.0,0.22759607434272766,1.4664924144744873,1.0,0.28377851843833923,1.5877994298934937
15,0.9750000238418579,0.32544848322868347,1.359496831893921,1.0,0.34893739223480225,1.0519779920578003
16,0.989062488079071,0.2976022958755493,1.4526808261871338,1.0,0.3227080702781677,0.9927690625190735
17,0.97265625,0.31689348816871643,1.33518385887146,0.9750000238418579,0.411508172750473,0.7871106863021851
18,0.9468749761581421,0.3736780285835266,1.1638928651809692,0.6343749761581421,0.40978726744651794,1.3305604457855225
19,0.867968738079071,0.4512103497982025,1.0211411714553833,0.996874988079071,0.4761872887611389,0.8923689723014832
20,0.7601562738418579,0.5129391551017761,0.9680896997451782,0.9281250238418579,0.5445599555969238,0.716285228729248
21,0.6539062261581421,0.5811423063278198,0.8533409833908081,0.5,0.5857640504837036,0.9848769903182983
22,0.5843750238418579,0.6319338083267212,0.7953118085861206,0.48750001192092896,0.6403849124908447,0.7521107792854309
23,0.4789062440395355,0.6683520674705505,0.7238272428512573,0.45625001192092896,0.6860156655311584,0.7045093774795532
24,0.4085937440395355,0.7077595591545105,0.6697956323623657,0.4749999940395355,0.7214270234107971,0.6928778886795044
25,0.4007812440395355,0.7353177070617676,0.6273992657661438,0.359375,0.735725998878479,0.5846368074417114
26,0.4437499940395355,0.73966383934021,0.614058256149292,0.20000000298023224,0.7540397644042969,0.4876624643802643
27,0.4515624940395355,0.7381205558776855,0.6178372502326965,0.5,0.737766444683075,0.7548838257789612
28,0.4749999940395355,0.7386215925216675,0.6090800166130066,0.5,0.7486003041267395,0.5815118551254272
29,0.4859375059604645,0.7392889261245728,0.6003373265266418,0.5,0.7367485761642456,0.6255282759666443
30,0.48359376192092896,0.7368544936180115,0.6048017144203186,0.5,0.7373865842819214,0.6056712865829468
31,0.4945312440395355,0.7318747639656067,0.6144440174102783,0.5,0.7267313003540039,0.6722958087921143
32,0.4984374940395355,0.7334533929824829,0.6033867001533508,0.484375,0.751980721950531,0.5207425355911255
33,0.5,0.7321789860725403,0.6079598665237427,0.5,0.7345954179763794,0.5997366309165955
34,0.5,0.7470561265945435,0.6003910899162292,0.5,0.7513996958732605,0.5945625305175781
35,0.5,0.738610029220581,0.6057612895965576,0.5,0.7533015012741089,0.5942508578300476
36,0.5,0.7604271173477173,0.581608235836029,0.5,0.7398161888122559,0.5796321034431458
37,0.5,0.7385879755020142,0.6051152944564819,0.5,0.780261218547821,0.5828553438186646
38,0.5,0.737535297870636,0.6146106719970703,0.5,0.6975964903831482,0.6396629214286804
39,0.4945312440395355,0.7648798823356628,0.5810733437538147,0.5,0.7586488127708435,0.6189966201782227
40,0.5,0.7109721899032593,0.6270095109939575,0.5,0.8053270578384399,0.5192130208015442
41,0.5,0.7430510520935059,0.6270858645439148,0.5,0.6473032832145691,0.6885513067245483
42,0.46406251192092896,0.7702125906944275,0.5932695269584656,0.5,0.7390803098678589,0.6288108825683594
43,0.49921876192092896,0.7156869769096375,0.6318572163581848,0.4625000059604645,0.8571511507034302,0.499037504196167
44,0.4945312440395355,0.7405844926834106,0.6690834164619446,0.5,0.6857712268829346,0.711168110370636
45,0.4117187559604645,0.779788613319397,0.5779552459716797,0.5,0.6880598068237305,0.6445029377937317
46,0.5,0.7375835180282593,0.6316573023796082,0.5,0.8301007151603699,0.5621219277381897
47,0.5,0.7165831327438354,0.6983507871627808,0.5,0.6963132619857788,0.6170564889907837
48,0.39140623807907104,0.7782137989997864,0.5590038895606995,0.5,0.687781572341919,0.6490243673324585
49,0.49921876192092896,0.7495301961898804,0.6126606464385986,0.5,0.8555758595466614,0.5579213500022888
50,0.5,0.7049254179000854,0.7170231938362122,0.5,0.741073489189148,0.6178011894226074
51,0.36015623807907104,0.8000235557556152,0.537006676197052,0.5,0.6643348932266235,0.6621156930923462
52,0.4593749940395355,0.7585188746452332,0.5952686071395874,0.4906249940395355,0.9887009859085083,0.49306684732437134
53,0.4742187559604645,0.7076789140701294,0.7010366916656494,0.5,0.7181090116500854,0.6268673539161682
54,0.3203125,0.8309059143066406,0.5155867338180542,0.5,0.6893496513366699,0.6105390787124634
55,0.5,0.7185112237930298,0.6177651882171631,0.5,0.8814900517463684,0.5326417684555054
56,0.5,0.7401681542396545,0.6439910531044006,0.5,0.6680262684822083,0.6687792539596558
57,0.5,0.7685188055038452,0.5610660910606384,0.5,0.7170262932777405,0.5635977387428284
58,0.5,0.7118364572525024,0.6292532086372375,0.5,0.8010724186897278,0.6007335186004639
59,0.5,0.7303601503372192,0.6629778146743774,0.5,0.7370994091033936,0.6201158761978149
60,0.5,0.731210470199585,0.5892964601516724,0.5,0.6488129496574402,0.6774097681045532
61,0.5,0.7643935680389404,0.6397908926010132,0.5,0.7065488696098328,0.6566601991653442
62,0.49687498807907104,0.7090989947319031,0.6552523374557495,0.5,0.8791369199752808,0.5054140686988831
63,0.4984374940395355,0.7053037881851196,0.6274677515029907,0.5,0.6932018995285034,0.6133020520210266
64,0.5,0.7764018177986145,0.6040815114974976,0.5,0.6433876752853394,0.7711730599403381
65,0.45625001192092896,0.7483392953872681,0.6258984208106995,0.5,0.7660759091377258,0.586853563785553
66,0.5,0.6822200417518616,0.6452795267105103,0.5,0.8387303352355957,0.5692273378372192
67,0.5,0.7274785041809082,0.7045676112174988,0.5,0.6335974931716919,0.703726589679718
68,0.37031251192092896,0.7869669795036316,0.547667384147644,0.5,0.6382424235343933,0.6711341738700867
69,0.5,0.7256900072097778,0.6415933966636658,0.5,0.8549801111221313,0.5803570747375488
70,0.5,0.6880389451980591,0.6953021883964539,0.5,0.831474781036377,0.5090337991714478
71,0.49921876192092896,0.7255617380142212,0.597833514213562,0.5,0.6182974576950073,0.7124110460281372
72,0.5,0.7811551690101624,0.6059802770614624,0.5,0.6566417217254639,0.7518488168716431
73,0.48515623807907104,0.7101860642433167,0.6900795698165894,0.14687499403953552,0.8645108938217163,0.47174063324928284
74,0.546875,0.6599271893501282,0.6468731164932251,0.5,0.6692501306533813,0.6290531158447266
75,0.42500001192092896,0.8000165820121765,0.5765038132667542,0.5,0.5885840654373169,0.8009238243103027
76,0.5,0.7278203964233398,0.6828902959823608,0.5,0.7874523401260376,0.5808419585227966
77,0.5453125238418579,0.6347528696060181,0.6778632402420044,0.5,0.756301760673523,0.5471246838569641
78,0.3460937440395355,0.7981922030448914,0.6036866903305054,0.5,0.5467630624771118,0.825023353099823
79,0.4476562440395355,0.7565524578094482,0.6245686411857605,0.5,0.7656176686286926,0.6148784756660461
80,0.5,0.6412972807884216,0.6865527629852295,0.5,0.7396059632301331,0.5619061589241028
81,0.5,0.7412662506103516,0.6430009603500366,0.5,0.6187757253646851,0.7688019275665283
82,0.516406238079071,0.7153851389884949,0.636102557182312,0.5,0.5983533263206482,0.7316254377365112
83,0.500781238079071,0.7260408401489258,0.6558132171630859,0.5,0.6146451234817505,0.7307854890823364
84,0.4609375,0.7475632429122925,0.631723940372467,0.5,0.701379120349884,0.6676379442214966
85,0.47265625,0.6896525621414185,0.6363039612770081,0.015625,0.8673297762870789,0.45562443137168884
86,0.48359376192092896,0.7051225900650024,0.6747468709945679,0.5,0.735002338886261,0.5883426070213318
87,0.5,0.7444609999656677,0.5939080119132996,0.5,0.6851369738578796,0.7433719635009766
88,0.5,0.7247582077980042,0.6239899396896362,0.5,0.7199702262878418,0.5519531965255737
89,0.5,0.7294363379478455,0.6047056913375854,0.5,0.7214956879615784,0.65302973985672
90,0.5,0.7167676687240601,0.6828345656394958,0.5,0.7593380808830261,0.5577483773231506
91,0.5,0.6845275163650513,0.5958014130592346,0.5,0.7377189993858337,0.5840901136398315
92,0.5,0.7620445489883423,0.7062413096427917,0.5,0.5837001800537109,0.8497883081436157
93,0.4937500059604645,0.7391613721847534,0.6258816123008728,0.5,0.7462674975395203,0.541258692741394
94,0.512499988079071,0.6901211738586426,0.6351243257522583,0.5,0.9485702514648438,0.5002545118331909
95,0.5,0.6946245431900024,0.7309055328369141,0.5,0.6626695990562439,0.6698769330978394
96,0.48906248807907104,0.7482351064682007,0.5561482906341553,0.5,0.6641231179237366,0.6092308759689331
97,0.5,0.7139359712600708,0.6361809968948364,0.5,0.7155885100364685,0.6607465147972107
98,0.5,0.6873015761375427,0.6534796357154846,0.5,0.7470742464065552,0.5675027966499329
99,0.5,0.6937760710716248,0.6429356336593628,0.5,0.769534170627594,0.5746090412139893
0,0.750781238079071,0.5467878580093384,0.5122249126434326,0.9781249761581421,0.506760835647583,0.5800892114639282
1,0.750781238079071,0.6047936081886292,0.5940278768539429,0.859375,0.6028760671615601,0.5639901757240295
2,0.6968749761581421,0.6595177054405212,0.8389460444450378,0.796875,0.556646466255188,0.7146031856536865
3,0.7914062738418579,0.515748143196106,1.243233561515808,0.828125,0.44004958868026733,1.0068609714508057
4,0.8257812261581421,0.510273814201355,1.0650339126586914,0.8218749761581421,0.5666083097457886,0.6071385145187378
5,0.827343761920929,0.5576460361480713,0.8178704977035522,0.8843749761581421,0.4786585867404938,0.7578838467597961
6,0.932812511920929,0.39553359150886536,1.0977448225021362,0.909375011920929,0.43696361780166626,0.8523246049880981
7,0.797656238079071,0.5546092987060547,0.8681937456130981,0.746874988079071,0.6274200677871704,0.6607003808021545
8,0.797656238079071,0.5710738897323608,0.8914696574211121,0.7749999761581421,0.605068027973175,0.6117454767227173
9,0.7984374761581421,0.5497879981994629,0.9844886064529419,0.8500000238418579,0.532828152179718,0.7365673184394836
10,0.7710937261581421,0.587235152721405,0.9688799977302551,0.7906249761581421,0.6058323383331299,0.7195203304290771
11,0.7890625,0.5621127486228943,1.0297499895095825,0.8218749761581421,0.5766527056694031,0.6587868928909302
12,0.762499988079071,0.6054059267044067,1.0024834871292114,0.8218749761581421,0.5461998581886292,0.7524234056472778
13,0.8531249761581421,0.4970013499259949,1.2050421237945557,0.840624988079071,0.4364601671695709,1.0150477886199951
14,0.8656250238418579,0.42042678594589233,1.374258279800415,0.8187500238418579,0.4530789256095886,1.0698370933532715
15,0.7953125238418579,0.5122717618942261,1.2789661884307861,0.6312500238418579,0.6897778511047363,0.7812875509262085
0,0.688281238079071,0.5708758234977722,0.47468528151512146,0.875,0.5706807374954224,0.5151705741882324
1,0.69140625,0.6525934338569641,0.6746526956558228,0.671875,0.6840317845344543,0.5935015678405762
2,0.714062511920929,0.6360860466957092,0.9569665789604187,0.75,0.5620599985122681,0.8175984621047974
3,0.878125011920929,0.4385303854942322,1.1540355682373047,0.9375,0.4019494652748108,0.9292163848876953
4,0.9664062261581421,0.39624184370040894,0.8874050974845886,0.9312499761581421,0.5018824338912964,0.5533474683761597
5,0.887499988079071,0.4637589454650879,0.5704498887062073,0.996874988079071,0.394829660654068,0.6797308921813965
6,0.996874988079071,0.3689877688884735,0.7352418899536133,0.987500011920929,0.4614280164241791,0.6379064321517944
7,0.772656261920929,0.5898854732513428,0.6131800413131714,0.5093749761581421,0.7534936666488647,0.47900304198265076
8,0.6703125238418579,0.6701238751411438,0.7356196641921997,0.846875011920929,0.559566855430603,0.6893904209136963
9,0.7835937738418579,0.5949928164482117,0.9203978776931763,0.625,0.7487938404083252,0.5812677145004272
10,0.7421875,0.6126192212104797,1.1052849292755127,0.699999988079071,0.668489396572113,0.737336277961731
11,0.828125,0.48429185152053833,1.188307762145996,0.8687499761581421,0.4659274220466614,0.8372563123703003
12,0.672656238079071,0.6671038269996643,0.8006954193115234,0.796875,0.5985033512115479,0.6427372694015503
0,0.7289062738418579,0.5207866430282593,0.4979522228240967,0.9937499761581421,0.5059284567832947,0.5574929714202881
1,0.792187511920929,0.5801471471786499,0.5975484251976013,0.5249999761581421,0.7118949890136719,0.4597226679325104
2,0.77734375,0.5694905519485474,0.915683388710022,0.8218749761581421,0.5452193021774292,0.7276290655136108
3,0.870312511920929,0.49144476652145386,0.9804676175117493,0.890625,0.5593959093093872,0.6190537214279175
4,0.8921874761581421,0.5242215991020203,0.6820361614227295,0.9750000238418579,0.4620041847229004,0.6289032101631165
5,0.992968738079071,0.42127999663352966,0.7557416558265686,0.984375,0.4413963258266449,0.6848980784416199
6,0.944531261920929,0.487088680267334,0.7403153777122498,0.887499988079071,0.5578601956367493,0.6236627101898193
7,0.8382812738418579,0.5745691061019897,0.7828904390335083,0.846875011920929,0.5602877140045166,0.6782323122024536
8,0.859375,0.5132927894592285,0.9744327664375305,0.762499988079071,0.6049113869667053,0.7083577513694763
9,0.7437499761581421,0.60074782371521,1.1746716499328613,0.731249988079071,0.5871754884719849,0.9166029691696167
10,0.8218749761581421,0.43088603019714355,1.7671709060668945,0.815625011920929,0.4447946548461914,1.0366603136062622
11,0.797656238079071,0.5155997276306152,1.6013967990875244,0.8656250238418579,0.36529192328453064,1.1897141933441162
12,0.9476562738418579,0.32275116443634033,1.4133899211883545,0.984375,0.33569711446762085,0.8990462422370911
13,0.9710937738418579,0.3665366768836975,0.9706921577453613,0.934374988079071,0.4573163390159607,0.7285462617874146
14,0.9117187261581421,0.46734946966171265,0.8220916986465454,0.9125000238418579,0.5057461261749268,0.6760042905807495
15,0.864062488079071,0.523013710975647,0.8208553194999695,0.90625,0.5336052179336548,0.636523425579071
16,0.844531238079071,0.5058495998382568,0.9350978136062622,0.840624988079071,0.554286777973175,0.675812840461731
17,0.8257812261581421,0.5233026146888733,0.9888098835945129,0.815625011920929,0.5593721270561218,0.7535420656204224
18,0.789843738079071,0.5644797086715698,1.0915838479995728,0.6875,0.6856616139411926,0.9759105443954468
19,0.7796875238418579,0.5797414779663086,1.336350679397583,0.8656250238418579,0.4206191599369049,0.9615634083747864
20,0.82421875,0.4622056484222412,1.668682336807251,0.8656250238418579,0.4674568176269531,0.9462034106254578
21,0.8843749761581421,0.40873709321022034,1.5411733388900757,0.90625,0.35197895765304565,1.0914887189865112
22,0.9320312738418579,0.3312545120716095,1.3882185220718384,0.934374988079071,0.4066920876502991,0.7915252447128296
23,0.942187488079071,0.32735276222229004,1.2739368677139282,0.8500000238418579,0.43504348397254944,0.9692498445510864
24,0.8695312738418579,0.46456947922706604,1.0696685314178467,0.796875,0.5827600359916687,0.7021977305412292
25,0.8148437738418579,0.5382512807846069,1.0679489374160767,0.824999988079071,0.5408406257629395,0.7865208983421326
26,0.827343761920929,0.5020472407341003,1.2407405376434326,0.746874988079071,0.6617456078529358,0.8418351411819458
27,0.5953124761581421,0.8161590695381165,1.2504725456237793,0.675000011920929,0.6969863176345825,0.7612155675888062
28,0.7875000238418579,0.5088137984275818,2.4164130687713623,0.828125,0.43428629636764526,1.1171971559524536
29,0.80078125,0.5348497629165649,1.7951847314834595,0.862500011920929,0.4311327338218689,0.9616772532463074
30,0.8343750238418579,0.4648812711238861,1.4921594858169556,0.859375,0.4769655764102936,0.9585250020027161
31,0.8617187738418579,0.4174090027809143,1.509149432182312,0.862500011920929,0.5367733240127563,0.8460562825202942
32,0.8343750238418579,0.471219927072525,1.347841501235962,0.809374988079071,0.5298627614974976,0.8308582305908203
33,0.8046875,0.5118482708930969,1.4290528297424316,0.793749988079071,0.6120531558990479,0.7969447374343872
34,0.7984374761581421,0.5067412853240967,1.772491216659546,0.800000011920929,0.615919291973114,0.8940423130989075
35,0.83203125,0.4423990845680237,2.0066275596618652,0.871874988079071,0.3152284026145935,1.469585657119751
36,0.856249988079071,0.38148537278175354,2.0026817321777344,0.8500000238418579,0.47407254576683044,0.95604407787323
37,0.858593761920929,0.41617798805236816,1.5756233930587769,0.809374988079071,0.4587872624397278,1.0740705728530884
38,0.9078124761581421,0.3456631004810333,1.4632281064987183,0.8656250238418579,0.39946624636650085,1.156172513961792
39,0.89453125,0.3619356155395508,1.4242453575134277,0.9156249761581421,0.3453090488910675,1.122416377067566
40,0.86328125,0.4200645089149475,1.3581751585006714,0.809374988079071,0.5055229663848877,1.0815017223358154
41,0.8500000238418579,0.41394177079200745,1.4685395956039429,0.815625011920929,0.516094982624054,1.061344861984253
42,0.768750011920929,0.6056392788887024,1.3894206285476685,0.800000011920929,0.58097243309021,1.0185582637786865
43,0.8226562738418579,0.49808740615844727,1.7279088497161865,0.840624988079071,0.5152593851089478,0.8910338282585144
44,0.8531249761581421,0.4344119429588318,1.8102505207061768,0.809374988079071,0.5127612352371216,1.1390793323516846
45,0.8492187261581421,0.4807640612125397,1.3193358182907104,0.800000011920929,0.6028286218643188,0.7412630915641785
46,0.83203125,0.5251842141151428,1.2099967002868652,0.8343750238418579,0.5508378744125366,0.7096327543258667
47,0.828125,0.5043469071388245,1.3058578968048096,0.878125011920929,0.3671589493751526,1.1308887004852295
48,0.860156238079071,0.40401512384414673,1.5428030490875244,0.815625011920929,0.569178581237793,0.7793561220169067
49,0.83984375,0.4686338007450104,1.536856770515442,0.9125000238418579,0.30207115411758423,1.3993756771087646
50,0.8656250238418579,0.39958396553993225,1.7115739583969116,0.8687499761581421,0.48660382628440857,0.9010069966316223
51,0.8656250238418579,0.428856760263443,1.750952124595642,0.8500000238418579,0.555182933807373,0.7094665765762329
52,0.8187500238418579,0.5119732618331909,1.4363101720809937,0.606249988079071,0.7862960696220398,0.5557536482810974
53,0.7671874761581421,0.6385477781295776,1.3919117450714111,0.8187500238418579,0.4799656271934509,1.3171470165252686
54,0.88671875,0.3670370876789093,2.1277213096618652,0.828125,0.3857513964176178,1.7001476287841797
55,0.815625011920929,0.48604816198349,1.8666057586669922,0.8218749761581421,0.5507100820541382,0.904259979724884
56,0.8125,0.5059270858764648,1.4733664989471436,0.793749988079071,0.512285590171814,1.0317509174346924
57,0.8296874761581421,0.466414213180542,1.4699982404708862,0.8062499761581421,0.5153828859329224,1.1047744750976562
58,0.828906238079071,0.5244266390800476,1.4292142391204834,0.8062499761581421,0.5659500360488892,1.1401426792144775
59,0.784375011920929,0.5567325949668884,1.560391902923584,0.859375,0.5557518005371094,0.8356525301933289
60,0.839062511920929,0.4726561903953552,1.6754182577133179,0.859375,0.4755376875400543,1.0758333206176758
61,0.860156238079071,0.4356735646724701,1.5986385345458984,0.815625011920929,0.4925341010093689,1.2310858964920044
62,0.82421875,0.5268456935882568,1.4121493101119995,0.784375011920929,0.5655832290649414,1.1452369689941406
63,0.848437488079071,0.43904194235801697,1.5808736085891724,0.859375,0.46652752161026,0.9981647729873657
64,0.858593761920929,0.38737425208091736,1.7505452632904053,0.8968750238418579,0.29176095128059387,1.616929292678833
65,0.8414062261581421,0.44655758142471313,1.7186715602874756,0.8187500238418579,0.5892128348350525,1.0429874658584595
66,0.745312511920929,0.6822778582572937,1.5649267435073853,0.800000011920929,0.5227192640304565,1.1079422235488892
